,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-1677450.0,
Tax Rate For Calcs,0.07,0.09,0.04,0.15,
Normalized EBITDA,2677686000.0,2665404000.0,2228755000.0,2363392000.0,
Total Unusual Items,0.0,0.0,0.0,-11183000.0,
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,-11183000.0,
Net Income From Continuing Operation Net Minority Interest,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Reconciled Depreciation,63258000.0,24720000.0,17924000.0,24978000.0,
Reconciled Cost Of Revenue,2077823000.0,1245831000.0,1240720000.0,498448000.0,
EBITDA,2677686000.0,2665404000.0,2228755000.0,2352209000.0,
EBIT,2614428000.0,2640684000.0,2210831000.0,2327231000.0,
Net Interest Income,-894196000.0,-811091000.0,-793736000.0,-645154000.0,
Interest Expense,915554000.0,778170000.0,782708000.0,623500000.0,
Interest Income,16617000.0,20934000.0,29847000.0,2584000.0,
Normalized Income,1579863000.0,1693915000.0,1367720000.0,1458720550.0,
Net Income From Continuing And Discontinued Operation,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Total Expenses,2345020000.0,1518910000.0,1454548000.0,740116000.0,
Rent Expense Supplemental,,,335000.0,943000.0,2633000.0
Diluted NI Availto Com Stockholders,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Net Income Common Stockholders,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Net Income Including Noncontrolling Interests,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Net Income Continuous Operations,1579863000.0,1693915000.0,1367720000.0,1449215000.0,
Tax Provision,119011000.0,168599000.0,60403000.0,254516000.0,
Pretax Income,1698874000.0,1862514000.0,1428123000.0,1703731000.0,
Net Non Operating Interest Income Expense,-894196000.0,-811091000.0,-793736000.0,-645154000.0,
Total Other Finance Cost,-4741000.0,53855000.0,40875000.0,24238000.0,
Interest Expense Non Operating,915554000.0,778170000.0,782708000.0,623500000.0,
Interest Income Non Operating,16617000.0,20934000.0,29847000.0,2584000.0,
Operating Income,2279093000.0,2199228000.0,1906353000.0,1876401000.0,
Operating Expense,267197000.0,273079000.0,213828000.0,241668000.0,
Other Operating Expenses,,50659000.0,10439000.0,67181000.0,13639000.0
Depreciation And Amortization In Income Statement,56939000.0,20786000.0,11864000.0,14318000.0,
Depreciation Income Statement,56939000.0,20786000.0,11864000.0,14318000.0,
Selling General And Administration,58152000.0,43702000.0,49450000.0,38402000.0,
General And Administrative Expense,58152000.0,43702000.0,49450000.0,38402000.0,
Rent And Landing Fees,,,335000.0,943000.0,2633000.0
Gross Profit,2546290000.0,2472307000.0,2120181000.0,2118069000.0,
Cost Of Revenue,2077823000.0,1245831000.0,1240720000.0,498448000.0,
Total Revenue,4624113000.0,3718138000.0,3360901000.0,2616517000.0,
Operating Revenue,4624113000.0,3718138000.0,3360901000.0,2616517000.0,
