,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,88842000.0,-171629000.0,-340305000.0,-426991000.0,
Repurchase Of Capital Stock,-20379000.0,-28421000.0,0.0,0.0,
Repayment Of Debt,-510076000.0,-400478000.0,-143127000.0,-384193000.0,
Issuance Of Debt,805870000.0,520754000.0,588831000.0,840549000.0,
Issuance Of Capital Stock,,,,,-24367000.0
Capital Expenditure,,,-35500000.0,-4822000.0,-9396000.0
End Cash Position,11034000.0,18337000.0,29492000.0,29698000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,1000.0,-1695000.0
Beginning Cash Position,18337000.0,29492000.0,13640000.0,39873000.0,
Changes In Cash,-7303000.0,-11156000.0,15852000.0,-10176000.0,
Financing Cash Flow,69956000.0,-10146000.0,106970000.0,376493000.0,
Net Other Financing Charges,-55471000.0,127535000.0,-257734000.0,-79863000.0,
Cash Dividends Paid,-149988000.0,-229536000.0,-81000000.0,,-171777000.0
Common Stock Dividend Paid,-149988000.0,-229536000.0,-81000000.0,0.0,
Net Common Stock Issuance,-20379000.0,-28421000.0,0.0,0.0,
Common Stock Payments,-20379000.0,-28421000.0,0.0,0.0,
Common Stock Issuance,,,,,-24367000.0
Net Issuance Payments Of Debt,295794000.0,120276000.0,445704000.0,456356000.0,
Net Long Term Debt Issuance,295794000.0,120276000.0,445704000.0,456356000.0,
Long Term Debt Payments,-510076000.0,-400478000.0,-143127000.0,-384193000.0,
Long Term Debt Issuance,805870000.0,520754000.0,588831000.0,840549000.0,
Investing Cash Flow,-166101000.0,170619000.0,213687000.0,35500000.0,
Net Other Investing Changes,1357000.0,13387000.0,-3888000.0,-20000.0,
Dividends Received Cfi,,,0.0,0.0,
Net Investment Purchase And Sale,-99709000.0,-157761000.0,253064000.0,40342000.0,
Sale Of Investment,,,160982000.0,51104000.0,74870000.0
Purchase Of Investment,,,-6095000.0,-10762000.0,-7026000.0
Net Business Purchase And Sale,-80367000.0,308744000.0,-3877000.0,-20000.0,
Sale Of Business,0.0,308744000.0,0.0,,
Purchase Of Business,-80367000.0,,-3877000.0,,
Net PPE Purchase And Sale,12618000.0,6249000.0,-35500000.0,-4822000.0,
Sale Of PPE,12618000.0,6249000.0,,,
Purchase Of PPE,,,-35500000.0,-4822000.0,-9396000.0
Operating Cash Flow,88842000.0,-171629000.0,-304805000.0,-422169000.0,
Taxes Refund Paid,-48995000.0,-38237000.0,-30798000.0,-56947000.0,
Interest Paid Cfo,-136550000.0,-121557000.0,-85383000.0,-49976000.0,
Change In Working Capital,-46083000.0,-518785000.0,-644032000.0,-525487000.0,
Change In Other Current Liabilities,-60121000.0,-128753000.0,-188043000.0,38252000.0,
Change In Other Current Assets,-57627000.0,79419000.0,-171616000.0,177513000.0,
Change In Payable,-280676000.0,-402848000.0,110526000.0,99632000.0,
Change In Inventory,572320000.0,10986000.0,3397000.0,-807468000.0,
Change In Receivables,-219979000.0,-77589000.0,-398296000.0,-33416000.0,
Other Non Cash Items,154845000.0,131988000.0,72294000.0,-39609000.0,
Provisionand Write Offof Assets,-165614000.0,86914000.0,343000.0,-13708000.0,
Depreciation And Amortization,4127000.0,4129000.0,5258000.0,9121000.0,
Depreciation,4127000.0,4129000.0,5258000.0,9121000.0,
Gain Loss On Sale Of Business,0.0,116068000.0,0.0,,
Net Income From Continuing Operations,351318000.0,161062000.0,231818000.0,253047000.0,
