,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-106512397.7,210366105.5,-232736451.1,-146016421.2,
Tax Rate For Calcs,0.0841,0.2521,0.2521,0.2223,
Normalized EBITDA,6351693000.0,3627601000.0,3742231000.0,4193055000.0,
Total Unusual Items,-1266497000.0,834455000.0,-923191000.0,-656844000.0,
Total Unusual Items Excluding Goodwill,-1266497000.0,834455000.0,-923191000.0,-656844000.0,
Net Income From Continuing Operation Net Minority Interest,318364000.0,231493000.0,-650851000.0,556406000.0,
Reconciled Depreciation,2430030000.0,2080489000.0,2237679000.0,1134430000.0,
Reconciled Cost Of Revenue,9909816000.0,9465403000.0,7573494000.0,5694571000.0,
EBITDA,5085196000.0,4462056000.0,2819040000.0,3536211000.0,
EBIT,2655166000.0,2381567000.0,581361000.0,2401781000.0,
Net Interest Income,-2480340000.0,-2274362000.0,-1537708000.0,-1688796000.0,
Interest Expense,2307565000.0,2072044000.0,1418170000.0,1686372000.0,
Interest Income,23698000.0,17384000.0,83296000.0,12415000.0,
Normalized Income,1478348602.3,-392595894.5,39603548.9,1067233578.8,
Net Income From Continuing And Discontinued Operation,318364000.0,231493000.0,-650851000.0,556406000.0,
Total Expenses,11496670000.0,10961364000.0,9140499000.0,6910778000.0,
Rent Expense Supplemental,,,,,31397000.0
Total Operating Income As Reported,-1506109000.0,-1395795000.0,-1506954000.0,-1188800000.0,
Diluted Average Shares,351182929.0,489934337.0,489934337.0,367553964.0,
Basic Average Shares,350557890.0,489901890.0,489901890.0,367553964.0,
Diluted EPS,0.906553,0.472458,-1.328549,1.512103,
Basic EPS,0.908127,0.472557,-1.328549,1.513775,
Diluted NI Availto Com Stockholders,318364000.0,231493000.0,-650851000.0,556406000.0,
Net Income Common Stockholders,318364000.0,231493000.0,-650851000.0,556406000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,318364000.0,231493000.0,-650851000.0,556406000.0,
Net Income Including Noncontrolling Interests,318364000.0,231493000.0,-650851000.0,556406000.0,
Net Income Continuous Operations,318364000.0,231493000.0,-650851000.0,556406000.0,
Tax Provision,29237000.0,78030000.0,-185958000.0,159003000.0,
Pretax Income,347601000.0,309523000.0,-836809000.0,715409000.0,
Special Income Charges,,,,,-30499000.0
Write Off,,,,,30499000.0
Net Non Operating Interest Income Expense,-2480340000.0,-2274362000.0,-1537708000.0,-1688796000.0,
Total Other Finance Cost,196473000.0,219702000.0,202834000.0,14839000.0,
Interest Expense Non Operating,2307565000.0,2072044000.0,1418170000.0,1686372000.0,
Interest Income Non Operating,23698000.0,17384000.0,83296000.0,12415000.0,
Operating Income,3175384000.0,2519906000.0,1201516000.0,2389341000.0,
Operating Expense,1586854000.0,1495961000.0,1567005000.0,1216207000.0,
Other Operating Expenses,334797000.0,325404000.0,353706000.0,257745000.0,
Selling General And Administration,1252057000.0,1170557000.0,1213299000.0,958462000.0,
Selling And Marketing Expense,662255000.0,619817000.0,555464000.0,486776000.0,
General And Administrative Expense,589802000.0,550740000.0,657835000.0,471686000.0,
Gross Profit,4762238000.0,4015867000.0,2768521000.0,3605548000.0,
Cost Of Revenue,9909816000.0,9465403000.0,7573494000.0,5694571000.0,
Total Revenue,14672054000.0,13481270000.0,10342015000.0,9300119000.0,
Operating Revenue,14672054000.0,13481270000.0,10342015000.0,9300119000.0,
