,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-3741739.2,922201380.0,-28462930.748118,-20230485.6,
Tax Rate For Calcs,0.0048,0.34,0.276288,0.0456,
Normalized EBITDA,10015950000.0,6476466000.0,8033669000.0,7286720000.0,
Total Unusual Items,-779529000.0,2712357000.0,-103019000.0,-443651000.0,
Total Unusual Items Excluding Goodwill,-779529000.0,2712357000.0,-103019000.0,-443651000.0,
Net Income From Continuing Operation Net Minority Interest,2214439000.0,3789678000.0,1894219000.0,2135461000.0,
Reconciled Depreciation,2121832000.0,1858036000.0,1577181000.0,1274464000.0,
Reconciled Cost Of Revenue,26443712000.0,25151840000.0,20750869000.0,19312220000.0,
EBITDA,9236421000.0,9188823000.0,7930650000.0,6843069000.0,
EBIT,7114589000.0,7330787000.0,6353469000.0,5568605000.0,
Net Interest Income,-2916559000.0,-2231754000.0,-2081187000.0,-1811528000.0,
Interest Expense,3779681000.0,2955628000.0,2783631000.0,2429821000.0,
Interest Income,215482000.0,213047000.0,122850000.0,50733000.0,
Normalized Income,2990226260.8,1999522380.0,1968775069.251882,2558881514.4,
Net Income From Continuing And Discontinued Operation,2214439000.0,3789678000.0,1894219000.0,2135461000.0,
Total Expenses,28574785000.0,27394336000.0,22566867000.0,20904810000.0,
Diluted NI Availto Com Stockholders,2214439000.0,3789678000.0,1894219000.0,2135461000.0,
Net Income Common Stockholders,2214439000.0,3789678000.0,1894219000.0,2135461000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,2214439000.0,3789678000.0,1894219000.0,2135461000.0,
Minority Interests,-925633000.0,-846604000.0,-689315000.0,-292559000.0,
Net Income Including Noncontrolling Interests,3140072000.0,4636282000.0,2583534000.0,2428020000.0,
Net Income Discontinuous Operations,,0.0,0.0,0.0,48467000.0
Net Income Continuous Operations,3140072000.0,4636282000.0,2583534000.0,2428020000.0,
Tax Provision,194836000.0,-261123000.0,986304000.0,710764000.0,
Pretax Income,3334908000.0,4375159000.0,3569838000.0,3138784000.0,
Other Non Operating Income Expenses,-34679000.0,-88955000.0,-17530000.0,-42848000.0,
Special Income Charges,-417028000.0,-130089000.0,-232940000.0,-117826000.0,
Other Special Charges,417028000.0,130089000.0,232940000.0,117826000.0,
Net Non Operating Interest Income Expense,-2916559000.0,-2231754000.0,-2081187000.0,-1811528000.0,
Total Other Finance Cost,-647640000.0,-510827000.0,-579594000.0,-567560000.0,
Interest Expense Non Operating,3779681000.0,2955628000.0,2783631000.0,2429821000.0,
Interest Income Non Operating,215482000.0,213047000.0,122850000.0,50733000.0,
Operating Income,6866568000.0,6321140000.0,5964991000.0,5598327000.0,
Operating Expense,2131073000.0,2242496000.0,1815998000.0,1592590000.0,
Other Operating Expenses,392666000.0,208089000.0,269630000.0,224185000.0,
Depreciation And Amortization In Income Statement,304852000.0,272333000.0,190052000.0,141987000.0,
Depreciation Income Statement,304852000.0,272333000.0,190052000.0,141987000.0,
Selling General And Administration,760370000.0,2034407000.0,1546368000.0,1369335000.0,
General And Administrative Expense,760370000.0,2034407000.0,1546368000.0,1369335000.0,
Gross Profit,8997641000.0,8563636000.0,7780989000.0,7190917000.0,
Cost Of Revenue,26443712000.0,25151840000.0,20750869000.0,19312220000.0,
Total Revenue,35441353000.0,33715476000.0,28531858000.0,26503137000.0,
Operating Revenue,35441353000.0,33715476000.0,28531858000.0,26503137000.0,
