,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,-11433860.0,0.0,0.0,
Tax Rate For Calcs,0.0546,0.34,0.0769,0.34,
Normalized EBITDA,4860740000.0,2235026000.0,2484790000.0,2024002000.0,
Total Unusual Items,0.0,-33629000.0,0.0,-155446000.0,
Total Unusual Items Excluding Goodwill,0.0,-33629000.0,0.0,-155446000.0,
Net Income From Continuing Operation Net Minority Interest,810488000.0,-1558712000.0,421054000.0,652533000.0,
Reconciled Depreciation,974417000.0,668681000.0,512426000.0,414525000.0,
Reconciled Cost Of Revenue,45317262000.0,27065603000.0,21378060000.0,25240352000.0,
EBITDA,4860740000.0,2201397000.0,2484790000.0,2024002000.0,
EBIT,3886323000.0,1532716000.0,1972364000.0,1609477000.0,
Net Interest Income,-4776349000.0,-1810970000.0,-1963571000.0,-2066939000.0,
Interest Expense,3188062000.0,3037687000.0,1631211000.0,1221368000.0,
Interest Income,,,,,75015000.0
Normalized Income,810488000.0,-1536516860.0,421054000.0,652533000.0,
Net Income From Continuing And Discontinued Operation,810488000.0,-1558712000.0,421054000.0,652533000.0,
Total Expenses,50979700000.0,31607362000.0,24841411000.0,28554534000.0,
Diluted Average Shares,1172669000.0,664466486.0,662742993.0,660630979.0,
Basic Average Shares,985409000.0,664466486.0,662742993.0,660630979.0,
Diluted EPS,0.69115,-2.345808,0.635318,0.987738,
Basic EPS,0.82249,-2.345808,0.635318,0.987738,
Diluted NI Availto Com Stockholders,810488000.0,-1558712000.0,421054000.0,652533000.0,
Net Income Common Stockholders,810488000.0,-1558712000.0,421054000.0,652533000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,810488000.0,-1558712000.0,421054000.0,652533000.0,
Minority Interests,-37772000.0,5094000.0,25521000.0,-2531000.0,
Net Income Including Noncontrolling Interests,848260000.0,-1563806000.0,395533000.0,655064000.0,
Net Income Continuous Operations,848260000.0,-1563806000.0,395533000.0,655064000.0,
Tax Provision,-149999000.0,58835000.0,-54380000.0,-266955000.0,
Pretax Income,698261000.0,-1504971000.0,341153000.0,388109000.0,
Other Non Operating Income Expenses,71518000.0,-107807000.0,-53081000.0,-155446000.0,
Special Income Charges,0.0,-33629000.0,0.0,-155446000.0,
Other Special Charges,,,,155446000.0,179854000.0
Write Off,0.0,33629000.0,0.0,,
Net Non Operating Interest Income Expense,-4776349000.0,-1810970000.0,-1963571000.0,-2066939000.0,
Total Other Finance Cost,1588287000.0,-1226717000.0,332360000.0,845571000.0,
Interest Expense Non Operating,3188062000.0,3037687000.0,1631211000.0,1221368000.0,
Interest Income Non Operating,,,,,75015000.0
Operating Income,3850372000.0,2461504000.0,2050198000.0,2423235000.0,
Operating Expense,5662438000.0,4541759000.0,3463351000.0,3314182000.0,
Selling General And Administration,5763398000.0,4637173000.0,3483762000.0,3359795000.0,
Selling And Marketing Expense,3489667000.0,2781779000.0,2157115000.0,2333667000.0,
General And Administrative Expense,2273731000.0,1855394000.0,1326647000.0,1026128000.0,
Gross Profit,9512810000.0,7003263000.0,5513549000.0,5737417000.0,
Cost Of Revenue,45317262000.0,27065603000.0,21378060000.0,25240352000.0,
Total Revenue,54830072000.0,34068866000.0,26891609000.0,30977769000.0,
Operating Revenue,54830072000.0,34068866000.0,26891609000.0,30977769000.0,
