,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,18521600.0,233733082.003146,6840087.7,6260166.370262,6351880.0,
Tax Rate For Calcs,0.4,0.161206,0.3383,0.191466,0.34,
Normalized EBITDA,310187000.0,426661000.0,392059000.0,435448000.0,313129000.0,
Total Unusual Items,46304000.0,1449903000.0,20219000.0,32696000.0,18682000.0,
Total Unusual Items Excluding Goodwill,46304000.0,1449903000.0,20219000.0,32696000.0,18682000.0,
Net Income From Continuing Operation Net Minority Interest,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Reconciled Depreciation,197626000.0,217826000.0,187344000.0,182250000.0,174728000.0,
Reconciled Cost Of Revenue,901432000.0,1255990000.0,955719000.0,1033924000.0,868638000.0,
EBITDA,356491000.0,1876564000.0,412278000.0,468144000.0,331811000.0,
EBIT,158865000.0,1658738000.0,224934000.0,285894000.0,157083000.0,
Net Interest Income,-110531000.0,-361031000.0,-158310000.0,-159103000.0,-62272000.0,
Interest Expense,132300000.0,126748000.0,113734000.0,108771000.0,98409000.0,
Interest Income,5000.0,1111000.0,143000.0,130000.0,266000.0,
Normalized Income,-22745400.0,68854082.003146,60205087.7,116774166.370262,-38980120.0,
Net Income From Continuing And Discontinued Operation,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Total Expenses,2181096000.0,2824818000.0,2150849000.0,2336054000.0,2065305000.0,
Rent Expense Supplemental,90220000.0,94533000.0,75821000.0,76736000.0,81890000.0,
Diluted Average Shares,506738000.0,,499200000.0,499200000.0,533000000.0,499200000.0
Basic Average Shares,501591000.0,,499200000.0,499200000.0,533000000.0,499200000.0
Diluted EPS,0.00994,,0.1474,0.29,-0.05,0.5
Basic EPS,0.01004,,0.1474,0.29,-0.05,0.5
Diluted NI Availto Com Stockholders,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Net Income Common Stockholders,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Net Income Including Noncontrolling Interests,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Net Income Continuous Operations,5037000.0,1285024000.0,73584000.0,143210000.0,-26650000.0,
Tax Provision,21528000.0,246966000.0,37616000.0,33913000.0,85324000.0,
Pretax Income,26565000.0,1531990000.0,111200000.0,177123000.0,58674000.0,
Other Non Operating Income Expenses,114000.0,102000.0,98000.0,91000.0,103000.0,
Special Income Charges,358000.0,1400535000.0,-15098000.0,2427000.0,-12572000.0,
Other Special Charges,-358000.0,-1410029000.0,-10000.0,-2427000.0,2504000.0,
Write Off,0.0,9494000.0,15108000.0,0.0,10068000.0,
Net Non Operating Interest Income Expense,-110531000.0,-361031000.0,-158310000.0,-159103000.0,-62272000.0,
Total Other Finance Cost,-21764000.0,235394000.0,44719000.0,50462000.0,-35871000.0,
Interest Expense Non Operating,132300000.0,126748000.0,113734000.0,108771000.0,98409000.0,
Interest Income Non Operating,5000.0,1111000.0,143000.0,130000.0,266000.0,
Operating Income,93155000.0,509006000.0,246938000.0,281283000.0,102820000.0,
Operating Expense,1279664000.0,1568828000.0,1195130000.0,1302130000.0,1196667000.0,
Other Operating Expenses,252755000.0,290350000.0,202358000.0,248692000.0,240257000.0,
Depreciation And Amortization In Income Statement,193287000.0,211078000.0,182785000.0,177697000.0,169596000.0,
Depreciation Income Statement,193287000.0,211078000.0,182785000.0,177697000.0,169596000.0,
Selling General And Administration,319793000.0,356029000.0,330778000.0,345435000.0,313311000.0,
Selling And Marketing Expense,209125000.0,233901000.0,210903000.0,220412000.0,194387000.0,
General And Administrative Expense,110668000.0,122128000.0,119875000.0,125023000.0,118924000.0,
Rent And Landing Fees,90220000.0,94533000.0,75821000.0,76736000.0,81890000.0,
Gross Profit,1372819000.0,2077834000.0,1442068000.0,1583413000.0,1299487000.0,
Cost Of Revenue,901432000.0,1255990000.0,955719000.0,1033924000.0,868638000.0,
Total Revenue,2274251000.0,3333824000.0,2397787000.0,2617337000.0,2168125000.0,
Operating Revenue,2274251000.0,3333824000.0,2397787000.0,2617337000.0,2168125000.0,
