,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,,0.34,0.06075,0.044139,0.046314,0.34
Net Income From Continuing Operation Net Minority Interest,,349708000.0,331789000.0,294162000.0,287361000.0,314825000.0
Reconciled Depreciation,,15086000.0,15000000.0,15223000.0,15305000.0,15775000.0
Net Interest Income,,-1024433000.0,-491177000.0,-266585000.0,-413772000.0,-1340202000.0
Interest Expense,,1516730000.0,1463028000.0,1289820000.0,1234623000.0,3293969000.0
Interest Income,,492297000.0,971851000.0,1023235000.0,820851000.0,1953767000.0
Normalized Income,,349708000.0,331789000.0,294162000.0,287361000.0,314825000.0
Net Income From Continuing And Discontinued Operation,,349708000.0,331789000.0,294162000.0,287361000.0,314825000.0
Diluted Average Shares,242015324.0,241163031.0,240191733.0,,240407942.0,241897158.0
Basic Average Shares,242015324.0,241163031.0,235931102.0,,235797402.0,241897158.0
Diluted EPS,0.951179,1.142381,1.06546,,0.93721,1.004973
Basic EPS,0.951179,1.142381,1.08519,,0.956941,1.004973
Diluted NI Availto Com Stockholders,,275523000.0,256811000.0,244099000.0,225568000.0,243071000.0
Net Income Common Stockholders,,275523000.0,256811000.0,244099000.0,225568000.0,243071000.0
Net Income,,275523000.0,256811000.0,244099000.0,225568000.0,243071000.0
Minority Interests,,-3788000.0,-5290000.0,-5399000.0,-3104000.0,-5989000.0
Net Income Including Noncontrolling Interests,,279311000.0,262101000.0,249498000.0,228672000.0,249060000.0
Net Income Extraordinary,,-74185000.0,-74978000.0,-50063000.0,-61793000.0,-71754000.0
Net Income Continuous Operations,,353496000.0,337079000.0,299561000.0,290465000.0,320814000.0
Tax Provision,,-33776000.0,21802000.0,13833000.0,14106000.0,-17091000.0
Pretax Income,,319720000.0,358881000.0,313394000.0,304571000.0,303723000.0
Other Non Operating Income Expenses,,564000.0,-970000.0,284000.0,5563000.0,701000.0
Gain On Sale Of Security,,1148059000.0,920525000.0,1085371000.0,895849000.0,1023700000.0
Operating Expense,,290028000.0,284250000.0,257107000.0,242252000.0,276019000.0
Other Operating Expenses,,46275000.0,55023000.0,37606000.0,16267000.0,49091000.0
Depreciation And Amortization In Income Statement,,15086000.0,15000000.0,15223000.0,15305000.0,15775000.0
Depreciation Income Statement,,15086000.0,15000000.0,15223000.0,15305000.0,15775000.0
Selling General And Administration,,78156000.0,72804000.0,63093000.0,69022000.0,71322000.0
Selling And Marketing Expense,,7823000.0,4105000.0,1591000.0,5187000.0,3861000.0
General And Administrative Expense,,70333000.0,68699000.0,61502000.0,63835000.0,67461000.0
Insurance And Claims,,443000.0,200000.0,785000.0,478000.0,156000.0
Rent And Landing Fees,,8114000.0,8087000.0,8100000.0,7983000.0,7766000.0
Total Revenue,,741977000.0,760609000.0,646990000.0,628819000.0,648018000.0
Operating Revenue,,741977000.0,760609000.0,646990000.0,628819000.0,648018000.0
