,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-80670875.441681,-98283252.235751,-66097999.547165,132689321.902501,
Tax Rate For Calcs,0.290276,0.28772,0.30982,0.287013,
Normalized EBITDA,13411538000.0,13102224000.0,12691627000.0,10803765000.0,
Total Unusual Items,-277911000.0,-341593000.0,-213343000.0,462311000.0,
Total Unusual Items Excluding Goodwill,,-341593000.0,,462311000.0,
Net Income From Continuing Operation Net Minority Interest,5484324000.0,5457652000.0,5527101000.0,5099586000.0,
Reconciled Depreciation,2397217000.0,2303124000.0,2249618000.0,2031445000.0,
Reconciled Cost Of Revenue,30243584000.0,29059435000.0,26101100000.0,27517742000.0,
EBITDA,13133627000.0,12760631000.0,12478284000.0,11266076000.0,
EBIT,10736410000.0,10457507000.0,10228666000.0,9234631000.0,
Net Interest Income,-2215524000.0,-2206782000.0,-1923143000.0,-1439136000.0,
Interest Expense,2645164000.0,2368614000.0,2205884000.0,1914983000.0,
Interest Income,393603000.0,353567000.0,321666000.0,340072000.0,
Normalized Income,5681564124.558319,5700961747.764249,5674346000.452835,4769964321.902501,
Net Income From Continuing And Discontinued Operation,5484324000.0,5457652000.0,5527101000.0,5099586000.0,
Total Expenses,33124844000.0,31721601000.0,29161769000.0,29914657000.0,
Rent Expense Supplemental,81608000.0,89574000.0,89001000.0,66512000.0,
Diluted Average Shares,1152254440.0,1152254440.0,1152254440.0,1152254440.0,
Basic Average Shares,1152254440.0,1152254440.0,1152254440.0,1152254440.0,
Diluted EPS,4.76,4.74,4.8,4.43,
Basic EPS,4.76,4.74,4.8,4.43,
Diluted NI Availto Com Stockholders,5484324000.0,5457652000.0,5527101000.0,5099586000.0,
Net Income Common Stockholders,5484324000.0,5457652000.0,5527101000.0,5099586000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,5484324000.0,5457652000.0,5527101000.0,5099586000.0,
Minority Interests,-258229000.0,-303902000.0,-10061000.0,-119227000.0,
Net Income Including Noncontrolling Interests,5742552000.0,5761554000.0,5537162000.0,5218813000.0,
Net Income Continuous Operations,5742552000.0,5761554000.0,5537161000.0,5218813000.0,
Tax Provision,2348694000.0,2327339000.0,2485621000.0,2100835000.0,
Pretax Income,8091246000.0,8088893000.0,8022782000.0,7319648000.0,
Other Non Operating Income Expenses,24421000.0,22841000.0,14921000.0,,
Special Income Charges,-277911000.0,-341593000.0,-163736000.0,-177994000.0,
Other Special Charges,277911000.0,341593000.0,163736000.0,177994000.0,
Impairment Of Capital Assets,,0.0,0.0,,
Restructuring And Mergern Acquisition,,,,0.0,0.0
Net Non Operating Interest Income Expense,-2215524000.0,-2206782000.0,-1923143000.0,-1439136000.0,
Total Other Finance Cost,-36037000.0,191735000.0,38925000.0,-135775000.0,
Interest Expense Non Operating,2645164000.0,2368614000.0,2205884000.0,1914983000.0,
Interest Income Non Operating,393603000.0,353567000.0,321666000.0,340072000.0,
Operating Income,11242937000.0,10906611000.0,10581422000.0,9439580000.0,
Operating Expense,2881260000.0,2662166000.0,3060669000.0,2396915000.0,
Other Operating Expenses,176939000.0,164060000.0,496715000.0,157125000.0,
Depreciation And Amortization In Income Statement,466549000.0,485582000.0,528649000.0,469577000.0,
Amortization,332792000.0,332791000.0,355352000.0,318331000.0,
Depreciation Income Statement,133757000.0,152791000.0,173297000.0,151246000.0,
Selling General And Administration,,,1328013000.0,,885205000.0
Selling And Marketing Expense,366256000.0,341442000.0,347701000.0,322204000.0,
General And Administrative Expense,1068330000.0,936504000.0,980312000.0,882986000.0,
Rent And Landing Fees,0.0,0.0,-14921000.0,1620000.0,
Gross Profit,14124197000.0,13568777000.0,13642091000.0,11836495000.0,
Cost Of Revenue,30243584000.0,29059435000.0,26101100000.0,27517742000.0,
Total Revenue,44367781000.0,42628212000.0,39743191000.0,39354237000.0,
Operating Revenue,44367781000.0,42628212000.0,39743191000.0,39354237000.0,
