,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6586820.0,25977360.0,-14711120.0,0.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.166338,
Normalized EBITDA,2101251000.0,2266153000.0,2725949000.0,2679059000.0,
Total Unusual Items,-19373000.0,76404000.0,-43268000.0,-6865000.0,
Total Unusual Items Excluding Goodwill,-19373000.0,76404000.0,-43268000.0,-6865000.0,
Net Income From Continuing Operation Net Minority Interest,1182000.0,172414000.0,789601000.0,755861000.0,
Reconciled Depreciation,1252903000.0,1221269000.0,1165568000.0,845445000.0,
Reconciled Cost Of Revenue,6238982000.0,5782747000.0,5007542000.0,5614863000.0,
EBITDA,2081878000.0,2342557000.0,2682681000.0,2679059000.0,
EBIT,828975000.0,1121288000.0,1517113000.0,1833614000.0,
Net Interest Income,-920606000.0,-812737000.0,-782555000.0,-531678000.0,
Interest Expense,917184000.0,776814000.0,765866000.0,916069000.0,
Interest Income,12214000.0,10079000.0,11829000.0,384391000.0,
Normalized Income,13968180.0,121987360.0,818157880.0,755861000.0,
Net Income From Continuing And Discontinued Operation,1182000.0,172414000.0,789601000.0,755861000.0,
Total Expenses,7627204000.0,7265145000.0,6135998000.0,7092020000.0,
Total Operating Income As Reported,,,1269654000.0,1449223000.0,
Diluted Average Shares,819875000.0,915611814.0,907773681.0,904871409.0,
Basic Average Shares,817716000.0,915611814.0,904986819.0,904871409.0,
Diluted EPS,0.0014,0.190446,0.869821,0.905714,
Basic EPS,0.0014,0.190446,0.8725,9087.5,
Diluted NI Availto Com Stockholders,1182000.0,172414000.0,789601000.0,755861000.0,
Net Income Common Stockholders,1182000.0,172414000.0,789601000.0,755861000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1182000.0,172414000.0,789601000.0,755861000.0,
Minority Interests,-61883000.0,-1961000.0,-21669000.0,-9061000.0,
Net Income Including Noncontrolling Interests,63065000.0,174375000.0,811270000.0,764922000.0,
Net Income Continuous Operations,63065000.0,174375000.0,811270000.0,764922000.0,
Tax Provision,-151274000.0,170099000.0,-60023000.0,152623000.0,
Pretax Income,-88209000.0,344474000.0,751247000.0,917545000.0,
Special Income Charges,-18033000.0,78953000.0,-43059000.0,1687000.0,
Other Special Charges,-112017000.0,-52676000.0,-16082000.0,9522000.0,
Write Off,130050000.0,2241000.0,7654000.0,-11209000.0,
Impairment Of Capital Assets,,0.0,51487000.0,0.0,0.0
Restructuring And Mergern Acquisition,0.0,-28518000.0,0.0,,
Net Non Operating Interest Income Expense,-920606000.0,-812737000.0,-782555000.0,-531678000.0,
Total Other Finance Cost,15636000.0,46002000.0,28518000.0,31116000.0,
Interest Expense Non Operating,917184000.0,776814000.0,765866000.0,916069000.0,
Interest Income Non Operating,12214000.0,10079000.0,11829000.0,384391000.0,
Operating Income,621548000.0,969502000.0,1247411000.0,1394630000.0,
Operating Expense,1388222000.0,1482398000.0,1128456000.0,1477157000.0,
Other Operating Expenses,-114858000.0,-6792000.0,-195344000.0,17846000.0,
Depreciation And Amortization In Income Statement,45103000.0,57185000.0,94047000.0,57285000.0,
Amortization,4147000.0,18729000.0,26501000.0,25905000.0,
Depreciation Income Statement,40956000.0,38456000.0,67546000.0,31380000.0,
Selling General And Administration,1144989000.0,1163555000.0,1005637000.0,1459311000.0,
Selling And Marketing Expense,987204000.0,1032940000.0,863765000.0,1119741000.0,
General And Administrative Expense,157785000.0,130615000.0,141872000.0,339570000.0,
Gross Profit,2009770000.0,2451900000.0,2375867000.0,2871787000.0,
Cost Of Revenue,6238982000.0,5782747000.0,5007542000.0,5614863000.0,
Total Revenue,8248752000.0,8234647000.0,7383409000.0,8486650000.0,
Operating Revenue,8248752000.0,8234647000.0,7383409000.0,8486650000.0,
