,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,31429000.0,-10153000.0,22278000.0,21348000.0,14860000.0,
Repurchase Of Capital Stock,-564000.0,-328928000.0,-473000.0,0.0,-599000.0,
Repayment Of Debt,-135363000.0,-3437000.0,-3439000.0,-363436000.0,-3437000.0,
Capital Expenditure,-63000.0,-48000.0,-1108000.0,-347000.0,-249000.0,
End Cash Position,153390000.0,167881000.0,232092000.0,511984000.0,294571000.0,
Beginning Cash Position,167881000.0,232092000.0,511984000.0,294571000.0,268586000.0,
Changes In Cash,-14491000.0,-63409000.0,-279892000.0,217412000.0,25985000.0,
Financing Cash Flow,-51141000.0,-71237000.0,-423962000.0,-436134000.0,-13555000.0,
Net Other Financing Charges,84786000.0,326441000.0,-420050000.0,-2698000.0,-9519000.0,
Cash Dividends Paid,,-64000000.0,0.0,,,-14000.0
Net Common Stock Issuance,-564000.0,-328928000.0,-473000.0,0.0,-599000.0,
Common Stock Payments,-564000.0,-328928000.0,-473000.0,0.0,-599000.0,
Net Issuance Payments Of Debt,-135363000.0,-3437000.0,-3439000.0,-363436000.0,-3437000.0,
Net Long Term Debt Issuance,-135363000.0,-3437000.0,-3439000.0,-363436000.0,-3437000.0,
Long Term Debt Payments,-135363000.0,-3437000.0,-3439000.0,-363436000.0,-3437000.0,
Investing Cash Flow,5158000.0,17933000.0,120684000.0,631851000.0,24431000.0,
Net Investment Purchase And Sale,5889000.0,8915000.0,127279000.0,51041000.0,28911000.0,
Sale Of Investment,7164000.0,30653000.0,77487000.0,102683000.0,43276000.0,
Purchase Of Investment,-1275000.0,-21738000.0,49792000.0,-51642000.0,-14365000.0,
Net Investment Properties Purchase And Sale,-668000.0,9066000.0,-5487000.0,581157000.0,-4231000.0,
Sale Of Investment Properties,,0.0,0.0,,,169405000.0
Purchase Of Investment Properties,-668000.0,9066000.0,-5487000.0,-1348000.0,-4231000.0,
Net PPE Purchase And Sale,-63000.0,-48000.0,-1108000.0,-347000.0,-249000.0,
Purchase Of PPE,-63000.0,-48000.0,-1108000.0,-347000.0,-249000.0,
Operating Cash Flow,31492000.0,-10105000.0,23386000.0,21695000.0,15109000.0,
Taxes Refund Paid,-15717000.0,-5011000.0,7293000.0,-13939000.0,-25087000.0,
Interest Paid Cfo,-18858000.0,-23473000.0,-24042000.0,-38154000.0,-20283000.0,
Dividend Received Cfo,2269000.0,1380000.0,0.0,78000.0,0.0,
Change In Working Capital,9893000.0,-30595000.0,-13153000.0,15172000.0,-10400000.0,
Change In Other Current Liabilities,-16000.0,-65000.0,33000.0,-175000.0,280000.0,
Change In Other Current Assets,-6665000.0,2633000.0,2703000.0,552000.0,1315000.0,
Change In Payable,-2919000.0,-21960000.0,-9352000.0,19922000.0,1641000.0,
Change In Prepaid Assets,-103000.0,-34000.0,5000.0,-4000.0,75000.0,
Change In Inventory,-104000.0,-424000.0,-189000.0,-209000.0,-105000.0,
Change In Receivables,19700000.0,-10745000.0,-6353000.0,-4914000.0,-13606000.0,
Other Non Cash Items,24410000.0,31696000.0,15710000.0,20104000.0,42977000.0,
Provisionand Write Offof Assets,176000.0,343000.0,-3236000.0,714000.0,-255000.0,
Deferred Tax,351000.0,,253000.0,-223000.0,373000.0,
Depreciation And Amortization,9363000.0,9513000.0,11152000.0,9594000.0,11156000.0,
Depreciation,9363000.0,9513000.0,11152000.0,9594000.0,11156000.0,
Gain Loss On Investment Securities,-10622000.0,-3627000.0,-7382000.0,-9124000.0,-4936000.0,
Gain Loss On Sale Of Business,0.0,,,,-12547000.0,
Net Income From Continuing Operations,31085000.0,11057000.0,36341000.0,24915000.0,33982000.0,
