,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,229636000.0,295811000.0,-659346000.0,-121057000.0,
Repurchase Of Capital Stock,-9697000.0,0.0,,,
Repayment Of Debt,-150000000.0,-160000000.0,-191388000.0,-100000000.0,
Issuance Of Debt,,,,0.0,436405000.0
Issuance Of Capital Stock,,0.0,770881000.0,378128000.0,806610000.0
Capital Expenditure,-121775000.0,-86643000.0,-88867000.0,-239382000.0,
End Cash Position,286727000.0,400233000.0,482830000.0,687545000.0,
Beginning Cash Position,400233000.0,482830000.0,687545000.0,795839000.0,
Effect Of Exchange Rate Changes,-21443000.0,31816000.0,-6990000.0,-10940000.0,
Changes In Cash,-92063000.0,-114413000.0,-197725000.0,-97354000.0,
Financing Cash Flow,-321699000.0,-410224000.0,461621000.0,29104000.0,
Net Other Financing Charges,-54704000.0,-46103000.0,-30535000.0,-68070000.0,
Interest Paid Cff,-107298000.0,-204121000.0,-87337000.0,-180954000.0,
Net Common Stock Issuance,-9697000.0,0.0,770881000.0,378128000.0,
Common Stock Payments,-9697000.0,0.0,,,
Common Stock Issuance,,0.0,770881000.0,378128000.0,806610000.0
Net Issuance Payments Of Debt,-150000000.0,-160000000.0,-191388000.0,-100000000.0,
Net Short Term Debt Issuance,,,,-100000000.0,-547726000.0
Short Term Debt Payments,,,,-100000000.0,-984131000.0
Short Term Debt Issuance,,,,0.0,436405000.0
Net Long Term Debt Issuance,-150000000.0,-160000000.0,-191388000.0,-100000000.0,
Long Term Debt Payments,-150000000.0,-160000000.0,-191388000.0,-100000000.0,
Long Term Debt Issuance,,,,,436405000.0
Investing Cash Flow,-121775000.0,-86643000.0,-88867000.0,-244783000.0,
Net Business Purchase And Sale,0.0,0.0,0.0,-5401000.0,
Purchase Of Business,0.0,0.0,0.0,-5401000.0,
Net Intangibles Purchase And Sale,-118128000.0,-82886000.0,-82350000.0,-223211000.0,
Purchase Of Intangibles,,-82886000.0,-82350000.0,-223211000.0,-121524000.0
Net PPE Purchase And Sale,-3647000.0,-3757000.0,-6517000.0,-16171000.0,
Purchase Of PPE,,-3757000.0,-6517000.0,-16171000.0,-12110000.0
Operating Cash Flow,351411000.0,382454000.0,-570479000.0,118325000.0,
Taxes Refund Paid,-31831000.0,-26891000.0,12040000.0,15063000.0,
Interest Received Cfo,,,,,8969000.0
Change In Working Capital,-62019000.0,41242000.0,-902552000.0,-28369000.0,
Change In Other Current Liabilities,-884000.0,34979000.0,-15645000.0,-35614000.0,
Change In Other Current Assets,197782000.0,348795000.0,-133619000.0,-770223000.0,
Change In Accrued Expense,1102000.0,12488000.0,-71982000.0,9150000.0,
Change In Payable,165490000.0,-322518000.0,130719000.0,92686000.0,
Change In Prepaid Assets,-125003000.0,192442000.0,-275803000.0,267737000.0,
Change In Receivables,-263406000.0,-190702000.0,-499415000.0,440787000.0,
Other Non Cash Items,238152000.0,187782000.0,309329000.0,282272000.0,
Stock Based Compensation,,,,,18743000.0
Provisionand Write Offof Assets,-59390000.0,9409000.0,92942000.0,-73901000.0,
Deferred Tax,,,,,-58662000.0
Depreciation And Amortization,229717000.0,222503000.0,218496000.0,203180000.0,
Depreciation,229717000.0,222503000.0,218496000.0,203180000.0,
Gain Loss On Investment Securities,,,,,-3165000.0
Net Income From Continuing Operations,-724000.0,-83367000.0,-452504000.0,-347074000.0,
