,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.3512,0.3266,0.34,0.34,
Total Unusual Items,0.0,,0.0,12514000.0,-1423000.0
Total Unusual Items Excluding Goodwill,0.0,,0.0,12514000.0,-1423000.0
Net Income From Continuing Operation Net Minority Interest,390945000.0,805740000.0,-123853000.0,-420739000.0,
Reconciled Depreciation,85066000.0,95880000.0,57804000.0,49524000.0,
EBIT,,2573502000.0,-251383000.0,-582550000.0,-529180000.0
Net Interest Income,45862000.0,-97467000.0,-6295000.0,477353000.0,
Interest Expense,,1376956000.0,6295000.0,248875000.0,866285000.0
Interest Income,603038000.0,579057000.0,412897000.0,726228000.0,
Normalized Income,390945000.0,805740000.0,-123853000.0,-420739000.0,
Net Income From Continuing And Discontinued Operation,390945000.0,805740000.0,-123853000.0,-420739000.0,
Total Expenses,635706000.0,251278000.0,-68010000.0,-522165000.0,
Diluted Average Shares,81817725.0,81838243.0,82021854.0,81867357.0,
Basic Average Shares,81817725.0,81838243.0,82021854.0,81867357.0,
Diluted EPS,4.78,9.85,-1.51,-10.06,
Basic EPS,4.78,9.85,-1.51,-10.06,
Diluted NI Availto Com Stockholders,390945000.0,805740000.0,-123853000.0,-420739000.0,
Net Income Common Stockholders,390945000.0,805740000.0,-123853000.0,-420739000.0,
Net Income,390945000.0,805740000.0,-123853000.0,-420739000.0,
Net Income Including Noncontrolling Interests,390945000.0,805740000.0,-123853000.0,-420739000.0,
Net Income Continuous Operations,390945000.0,805740000.0,-123853000.0,-420739000.0,
Tax Provision,211616000.0,390806000.0,-133825000.0,-410686000.0,
Pretax Income,602561000.0,1196546000.0,-257678000.0,-831425000.0,
Other Income Expense,6106000.0,84186000.0,0.0,0.0,
Special Income Charges,0.0,,0.0,12514000.0,-1423000.0
Other Special Charges,0.0,,0.0,-28393000.0,1423000.0
Write Off,,,0.0,15879000.0,0.0
Net Non Operating Interest Income Expense,45862000.0,-97467000.0,-6295000.0,477353000.0,
Total Other Finance Cost,-45862000.0,97467000.0,,-175186000.0,-236120000.0
Interest Expense Non Operating,,1376956000.0,6295000.0,248875000.0,866285000.0
Interest Income Non Operating,,1783139000.0,412897000.0,726228000.0,1169792000.0
Other Operating Expenses,3887000.0,-4194000.0,21764000.0,-55826000.0,
Depreciation And Amortization In Income Statement,,,,49430000.0,45487000.0
Selling General And Administration,25819000.0,28202000.0,31365000.0,11014000.0,
Selling And Marketing Expense,,,,4269000.0,3860000.0
General And Administrative Expense,25819000.0,28202000.0,31365000.0,11014000.0,
Total Revenue,1238267000.0,1447824000.0,-325688000.0,-1353590000.0,
Operating Revenue,1238267000.0,1447824000.0,-325688000.0,-1353590000.0,
Net Policyholder Benefits And Claims,,-1011275000.0,-936551000.0,5139347000.0,6352997000.0
