,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,2685730493.0,419890507.0,-7565020000.0,28312000.0,-1441947925.3,,
Repurchase Of Capital Stock,-573079815.0,-303142185.0,-17080000.0,-37265000.0,-141046277.2,,
Repayment Of Debt,-3540917500.0,-65837500.0,,,0.0,0.0,-91170000.0
Issuance Of Debt,2668748000.0,0.0,6495757000.0,4822989000.0,2133857735.2,,
Issuance Of Capital Stock,-834014.0,91867014.0,34000.0,0.0,-325797.4,,
Capital Expenditure,-975941823.0,-1778829177.0,-10587081000.0,-1502702000.0,-3439562201.4,,
End Cash Position,3693426000.0,2819124881.0,3398291000.0,9411970000.0,4759556000.0,,
Beginning Cash Position,2819124881.0,3252909734.0,9411970000.0,4759556000.0,4176025512.6,,
Effect Of Exchange Rate Changes,-201215000.0,0.0,306655000.0,-368736000.0,-345789888.1,,
Changes In Cash,930134853.0,-433784853.0,-6320334000.0,5021150000.0,651242915.6,,
Financing Cash Flow,-1755595640.0,-853675360.0,1244686000.0,4988328000.0,2097700840.9,,
Net Other Financing Charges,83263072.0,-223405072.0,-3727000.0,276861000.0,23438484.3,,
Interest Paid Cff,-277827364.0,-239690636.0,,,204213711.7,-204213711.7,-334308000.0
Net Common Stock Issuance,-573913829.0,-211275171.0,-17046000.0,-37265000.0,-141372074.6,,
Common Stock Payments,-573079815.0,-303142185.0,-17080000.0,-37265000.0,-141046277.2,,
Common Stock Issuance,-834014.0,91867014.0,34000.0,0.0,-325797.4,,
Net Issuance Payments Of Debt,-872169500.0,-65837500.0,2247744000.0,4822989000.0,2133857735.2,,
Net Long Term Debt Issuance,-872169500.0,-65837500.0,2247744000.0,4822989000.0,2133857735.2,,
Long Term Debt Payments,-3540917500.0,-65837500.0,,,0.0,0.0,-91170000.0
Long Term Debt Issuance,2668748000.0,0.0,6495757000.0,4822989000.0,2133857735.2,,
Investing Cash Flow,-975941823.0,-1778829177.0,-10587081000.0,-1498192000.0,-3444072201.4,,
Net PPE Purchase And Sale,-975941823.0,-1778829177.0,-10587081000.0,-1502702000.0,-3439562201.4,,
Purchase Of PPE,-975941823.0,-1778829177.0,-10587081000.0,-1502702000.0,-3439562201.4,,
Operating Cash Flow,3661672316.0,2198719684.0,3022061000.0,1531014000.0,1997614276.1,,
Taxes Refund Paid,,0.0,,,,-120366662.3,
Change In Working Capital,-696236794.0,-2265958206.0,1201941000.0,-341774000.0,719154585.8,,
Change In Other Current Liabilities,34173222.0,16506778.0,26751000.0,26557000.0,6002077.7,,
Change In Other Current Assets,,,,-33359000.0,,,
Change In Payable,-990706433.0,-157488567.0,1355332000.0,-121101000.0,-64052057.5,,
Change In Prepaid Assets,359367487.0,107125513.0,167128000.0,27191000.0,-273312727.2,,
Change In Inventory,4185374.0,655625626.0,-94525000.0,154325000.0,25735484.4,,
Change In Receivables,-99108223.0,-2773238777.0,-396408000.0,-477439000.0,940123497.5,,
Other Non Cash Items,659800702.0,788438298.0,335107000.0,812785000.0,241701513.8,,
Stock Based Compensation,36002339.0,18871661.0,16762000.0,18675000.0,25260358.3,,
Provisionand Write Offof Assets,-68112288.0,-7036712.0,-149197000.0,20899000.0,2639856.1,,
Depreciation And Amortization,1625604066.0,1949853934.0,1851191000.0,1177179000.0,1297785833.7,,
Depreciation,1625604066.0,1949853934.0,1851191000.0,1177179000.0,1297785833.7,,
Net Income From Continuing Operations,2104614291.0,1714550709.0,-233743000.0,-156750000.0,-409294533.9,,
