,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2027600.0,-633760.0,-2138840.0,9729100.0,515100.0,
Tax Rate For Calcs,0.4,0.34,0.22,0.34,0.34,
Normalized EBITDA,69564000.0,29065000.0,119366000.0,39668000.0,28532000.0,
Total Unusual Items,-5069000.0,-1864000.0,-9722000.0,28615000.0,1515000.0,
Total Unusual Items Excluding Goodwill,-5069000.0,-1864000.0,-9722000.0,28615000.0,1515000.0,
Net Income From Continuing Operation Net Minority Interest,-18277000.0,-21371000.0,35025000.0,5628000.0,-10781000.0,
Reconciled Depreciation,9070000.0,8812000.0,10423000.0,11781000.0,8418000.0,
Reconciled Cost Of Revenue,104953000.0,1172663000.0,982895000.0,77922000.0,109788000.0,
EBITDA,64495000.0,27201000.0,109644000.0,68283000.0,30047000.0,
EBIT,55425000.0,18389000.0,99221000.0,56502000.0,21629000.0,
Net Interest Income,-24014000.0,-76586000.0,-21120000.0,-44205000.0,8987000.0,
Interest Expense,57691000.0,63028000.0,13062000.0,38585000.0,19042000.0,
Interest Income,1241000.0,,95000.0,27000.0,142000.0,5789000.0
Normalized Income,-15235600.0,-20140760.0,42608160.0,-13257900.0,-11780900.0,
Net Income From Continuing And Discontinued Operation,5376000.0,-21371000.0,35025000.0,5628000.0,311000.0,
Total Expenses,131303000.0,1231790000.0,1031068000.0,117333000.0,134017000.0,
Diluted Average Shares,126270000.0,,141061897.0,147542062.0,141061897.0,
Basic Average Shares,123721000.0,,141061897.0,147542062.0,141061897.0,
Diluted EPS,0.05,,0.248295,0.038145,0.119479,
Basic EPS,0.05,,0.248295,0.038145,0.119479,
Diluted NI Availto Com Stockholders,5376000.0,-21371000.0,35025000.0,5628000.0,311000.0,
Net Income Common Stockholders,5376000.0,-21371000.0,35025000.0,5628000.0,311000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,5376000.0,-21371000.0,35025000.0,5628000.0,311000.0,
Minority Interests,-21988000.0,-12958000.0,-30661000.0,-19180000.0,-16543000.0,
Net Income Including Noncontrolling Interests,27364000.0,-8413000.0,67879000.0,24808000.0,16854000.0,
Net Income Discontinuous Operations,23653000.0,,,,11092000.0,
Net Income Continuous Operations,3711000.0,-8413000.0,67879000.0,24808000.0,5762000.0,
Tax Provision,-5977000.0,-36226000.0,18280000.0,-6891000.0,-3175000.0,
Pretax Income,-2266000.0,-44639000.0,86159000.0,17917000.0,2587000.0,
Other Non Operating Income Expenses,,,,,2441000.0,
Net Non Operating Interest Income Expense,-24014000.0,-76586000.0,-21120000.0,-44205000.0,8987000.0,
Total Other Finance Cost,-32436000.0,13558000.0,8153000.0,5647000.0,-27887000.0,
Interest Expense Non Operating,57691000.0,63028000.0,13062000.0,38585000.0,19042000.0,
Interest Income Non Operating,1241000.0,,95000.0,27000.0,142000.0,5789000.0
Operating Income,776000.0,-135000.0,98141000.0,7791000.0,-24387000.0,
Operating Expense,26350000.0,59127000.0,48173000.0,39411000.0,24229000.0,
Other Operating Expenses,863000.0,-3924000.0,6949000.0,14338000.0,-2268000.0,
Depreciation And Amortization In Income Statement,350000.0,-93000.0,849000.0,591000.0,251000.0,
Depreciation Income Statement,350000.0,-93000.0,849000.0,591000.0,251000.0,
Selling General And Administration,18815000.0,61999000.0,24638000.0,21363000.0,20637000.0,
Selling And Marketing Expense,10596000.0,45371000.0,14676000.0,6792000.0,15478000.0,
General And Administrative Expense,8219000.0,16628000.0,9962000.0,14571000.0,5159000.0,
Gross Profit,27126000.0,58992000.0,146314000.0,47202000.0,-158000.0,
Cost Of Revenue,104953000.0,1172663000.0,982895000.0,77922000.0,109788000.0,
Total Revenue,132079000.0,1231655000.0,1129209000.0,125124000.0,109630000.0,
Operating Revenue,132079000.0,1231655000.0,1129209000.0,125124000.0,109630000.0,
