,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-450600.0,344760.0,571100.0,-386962.942869,-677960.0,
Tax Rate For Calcs,0.12,0.34,0.05,0.157558,0.34,
Normalized EBITDA,291113000.0,262865000.0,,204551000.0,208681000.0,90312000.0
Total Unusual Items,-3755000.0,1014000.0,,-2456000.0,-1994000.0,-2107000.0
Total Unusual Items Excluding Goodwill,-3755000.0,1014000.0,,-2456000.0,-1994000.0,-2107000.0
Net Income From Continuing Operation Net Minority Interest,162809000.0,197253000.0,,87892000.0,112362000.0,2201000.0
Reconciled Depreciation,61004000.0,64269000.0,,68416000.0,62563000.0,69542000.0
Reconciled Cost Of Revenue,582616000.0,622570000.0,,498571000.0,532002000.0,749056000.0
EBITDA,287358000.0,263879000.0,,202095000.0,206687000.0,88205000.0
EBIT,226354000.0,199610000.0,,133679000.0,144124000.0,18663000.0
Net Interest Income,-11165000.0,-31757000.0,,-32298000.0,-38243000.0,-38572000.0
Interest Expense,41107000.0,29704000.0,,30460000.0,39835000.0,43942000.0
Interest Income,1787000.0,1374000.0,,2132000.0,937000.0,1691000.0
Normalized Income,166113400.0,196583760.0,160451100.0,89961037.057131,113678040.0,
Net Income From Continuing And Discontinued Operation,162809000.0,197253000.0,,87892000.0,112362000.0,2201000.0
Total Expenses,990714799.0,1144088000.0,,994479000.0,960538000.0,1138786000.0
Rent Expense Supplemental,,,,,,1525000.0
Diluted Average Shares,679022000.0,,692020258.0,691682523.0,679022000.0,
Basic Average Shares,679022000.0,,677810777.0,677630594.0,679022000.0,
Diluted EPS,0.2224,,,0.1232,0.1546,
Basic EPS,0.2282,,,0.1232,0.1579,
Diluted NI Availto Com Stockholders,75491000.0,197253000.0,,41843000.0,52482000.0,2201000.0
Net Income Common Stockholders,77473000.0,197253000.0,,41843000.0,53606000.0,2201000.0
Otherunder Preferred Stock Dividend,0.0,0.0,,46049000.0,-58000.0,0.0
Preferred Stock Dividends,85336000.0,,,,58814000.0,
Net Income,162809000.0,197253000.0,,87892000.0,112362000.0,2201000.0
Minority Interests,2000.0,2000.0,,936000.0,-58000.0,148000.0
Net Income Including Noncontrolling Interests,162807000.0,197251000.0,,86956000.0,112420000.0,2053000.0
Net Income Continuous Operations,162807000.0,197251000.0,,86956000.0,112420000.0,2053000.0
Tax Provision,22440000.0,-27345000.0,,16263000.0,-8131000.0,-27332000.0
Pretax Income,185247000.0,169906000.0,,103219000.0,104289000.0,-25279000.0
Special Income Charges,-3755000.0,1014000.0,,-2456000.0,-1994000.0,-2107000.0
Other Special Charges,,6800000.0,,,1994000.0,-1366000.0
Write Off,3755000.0,,,2456000.0,1994000.0,3473000.0
Net Non Operating Interest Income Expense,-11165000.0,-31757000.0,,-32298000.0,-38243000.0,-38572000.0
Total Other Finance Cost,-28155000.0,3427000.0,,3970000.0,-655000.0,-3679000.0
Interest Expense Non Operating,41107000.0,29704000.0,,30460000.0,39835000.0,43942000.0
Interest Income Non Operating,1787000.0,1374000.0,,2132000.0,937000.0,1691000.0
Operating Income,238745201.0,111140000.0,,106881000.0,131948000.0,-16375000.0
Operating Expense,408098799.0,521518000.0,,495908000.0,428536000.0,389730000.0
Other Operating Expenses,11175000.0,41946000.0,,40697000.0,17009000.0,45336000.0
Depreciation And Amortization In Income Statement,31198000.0,35689000.0,,40445000.0,34610000.0,43409000.0
Amortization,20486000.0,24828000.0,,28119000.0,21628000.0,20290000.0
Depreciation Income Statement,10712000.0,10861000.0,,12326000.0,12982000.0,23119000.0
Selling General And Administration,257971000.0,321540000.0,,313952000.0,271961000.0,252007000.0
Selling And Marketing Expense,231819000.0,292266000.0,,286433000.0,246890000.0,226925000.0
General And Administrative Expense,26152000.0,29274000.0,,27519000.0,25071000.0,25082000.0
Rent And Landing Fees,,,,,,1525000.0
Gross Profit,646844000.0,632658000.0,,602789000.0,560484000.0,373355000.0
Cost Of Revenue,582616000.0,622570000.0,,498571000.0,532002000.0,749056000.0
Total Revenue,1229460000.0,1255228000.0,,1101360000.0,1092486000.0,1122411000.0
Operating Revenue,1229460000.0,1255228000.0,,1101360000.0,1092486000.0,1122411000.0
