,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,360193000.0,53923000.0,-391696000.0,169150000.0,354325000.0,,
Repayment Of Debt,-372328000.0,-1004895000.0,-716303000.0,-3091349000.0,-3384259000.0,,
Issuance Of Debt,,,176000000.0,3250000000.0,2006764000.0,0.0,7974140000.0
Capital Expenditure,-139391000.0,-125011000.0,-466547000.0,-172963000.0,-187040000.0,,
End Cash Position,2949774000.0,2959416000.0,3826127000.0,4479368000.0,4907414000.0,,
Beginning Cash Position,2959416000.0,3826127000.0,4479368000.0,4907414000.0,6131027000.0,,
Changes In Cash,-9642000.0,-866711000.0,-653241000.0,-428046000.0,-1223613000.0,,
Financing Cash Flow,-399647000.0,-1072616000.0,-400917000.0,-13440000.0,-1601679000.0,,
Net Other Financing Charges,2578000.0,-19088000.0,,-24755000.0,-92984000.0,101761000.0,
Cash Dividends Paid,148000.0,-42966000.0,8548000.0,-91650000.0,-59085000.0,,
Common Stock Dividend Paid,148000.0,-42966000.0,8548000.0,-91650000.0,-59085000.0,,
Net Issuance Payments Of Debt,-372328000.0,-1004895000.0,-540303000.0,158651000.0,-1377495000.0,,
Net Long Term Debt Issuance,-372328000.0,-1004895000.0,-540303000.0,158651000.0,-1377495000.0,,
Long Term Debt Payments,-372328000.0,-1004895000.0,-716303000.0,-3091349000.0,-3384259000.0,,
Long Term Debt Issuance,,,176000000.0,3250000000.0,2006764000.0,0.0,7974140000.0
Investing Cash Flow,-109579000.0,26971000.0,-327175000.0,-756719000.0,-163299000.0,,
Net Other Investing Changes,83315000.0,-32636000.0,-3500000.0,-26506000.0,-96184000.0,,
Dividends Received Cfi,64619000.0,151880000.0,96758000.0,89074000.0,45341000.0,,
Net Investment Purchase And Sale,-162120000.0,33598000.0,62763000.0,-587304000.0,-4978000.0,,
Sale Of Investment,,,,63516000.0,,,
Purchase Of Investment,,,126279000.0,-650820000.0,,,-4473542000.0
Net Business Purchase And Sale,43770000.0,-860000.0,-16744000.0,-63516000.0,74189000.0,,
Sale Of Business,,,63516000.0,-63516000.0,63516000.0,0.0,
Purchase Of Business,860000.0,-860000.0,-80260000.0,0.0,10673000.0,,
Net PPE Purchase And Sale,-139163000.0,-125011000.0,-466452000.0,-168467000.0,-181667000.0,,
Sale Of PPE,,,95000.0,4496000.0,,,
Purchase Of PPE,-139391000.0,-125011000.0,-466547000.0,-172963000.0,-187040000.0,,
Operating Cash Flow,499584000.0,178934000.0,74851000.0,342113000.0,541365000.0,,
Taxes Refund Paid,-93798000.0,-40193000.0,-47836000.0,-42705000.0,-87472000.0,,
Interest Paid Cfo,-569296000.0,-594730000.0,-693889000.0,-376039000.0,-802275000.0,,
Change In Working Capital,195829000.0,-119599000.0,-252657000.0,-41006000.0,124710000.0,,
Change In Other Current Liabilities,81902000.0,-40302000.0,-215929000.0,309345000.0,-23509000.0,,
Change In Other Current Assets,7498000.0,5777000.0,31745000.0,-126503000.0,14786000.0,,
Change In Payable,-127873000.0,-161410000.0,157093000.0,153807000.0,-44193000.0,,
Change In Receivables,234302000.0,76336000.0,-225566000.0,-377655000.0,177626000.0,,
Other Non Cash Items,844697000.0,655944000.0,3290063000.0,-1630035000.0,1115023000.0,,
Provisionand Write Offof Assets,-75478000.0,1521000.0,345001000.0,15159000.0,-58447000.0,,
Depreciation And Amortization,465443000.0,466831000.0,104742000.0,465553000.0,521747000.0,,
Amortization Cash Flow,80717000.0,81282000.0,,78702000.0,144710000.0,67724000.0,
Depreciation,384726000.0,385549000.0,395878000.0,386851000.0,377037000.0,,
Pension And Employee Benefit Expense,127116000.0,156544000.0,-262388000.0,194776000.0,97209000.0,,
Gain Loss On Investment Securities,-3924000.0,521635000.0,-265976000.0,90932000.0,325030000.0,,
Gain Loss On Sale Of PPE,,,-23839000.0,-1438000.0,,,-31509000.0
Gain Loss On Sale Of Business,,-25315000.0,,,,-1433000.0,
Net Income From Continuing Operations,-347228000.0,-685059000.0,625633000.0,-368326000.0,-634503000.0,,
