,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,60999000.0,114838000.0,49011000.0,153558000.0,
Repurchase Of Capital Stock,-22578000.0,-16978000.0,-11547000.0,-25394000.0,
Repayment Of Debt,-169000.0,0.0,0.0,,
Issuance Of Debt,19002000.0,0.0,0.0,,
Issuance Of Capital Stock,,,0.0,0.0,1028228000.0
Capital Expenditure,-56611000.0,-52305000.0,-48694000.0,-47354000.0,
End Cash Position,241156000.0,378610000.0,262973000.0,359295000.0,
Beginning Cash Position,378610000.0,262973000.0,359295000.0,319185000.0,
Effect Of Exchange Rate Changes,-9467000.0,25115000.0,-14203000.0,-13185000.0,
Changes In Cash,-127987000.0,90522000.0,-82119000.0,53295000.0,
Financing Cash Flow,-271059000.0,-66573000.0,-34844000.0,-75320000.0,
Net Other Financing Charges,,-7166000.0,-2246000.0,-29440000.0,-244920000.0
Cash Dividends Paid,-265424000.0,-40425000.0,-20322000.0,-17895000.0,
Common Stock Dividend Paid,-265424000.0,-40425000.0,-20322000.0,-17895000.0,
Net Common Stock Issuance,-22578000.0,-16978000.0,-11547000.0,-25394000.0,
Common Stock Payments,-22578000.0,-16978000.0,-11547000.0,-25394000.0,
Common Stock Issuance,,,0.0,0.0,1028228000.0
Net Issuance Payments Of Debt,18833000.0,0.0,0.0,,
Net Long Term Debt Issuance,18833000.0,0.0,0.0,,
Long Term Debt Payments,-169000.0,0.0,0.0,,
Long Term Debt Issuance,19002000.0,0.0,0.0,,
Investing Cash Flow,25462000.0,-10048000.0,-144980000.0,-72297000.0,
Dividends Received Cfi,0.0,0.0,,0.0,0.0
Net Investment Purchase And Sale,99104000.0,44394000.0,-50232000.0,-24943000.0,
Sale Of Investment,101365000.0,45324000.0,0.0,1617000.0,
Purchase Of Investment,-2261000.0,-930000.0,-50232000.0,-26560000.0,
Net Business Purchase And Sale,-15195000.0,-2137000.0,-46054000.0,0.0,
Sale Of Business,12530000.0,0.0,11507000.0,0.0,
Purchase Of Business,-27725000.0,-2137000.0,-57561000.0,0.0,
Net PPE Purchase And Sale,-56611000.0,-52305000.0,-48694000.0,-47354000.0,
Purchase Of PPE,-56611000.0,-52305000.0,-48694000.0,-47354000.0,
Operating Cash Flow,117610000.0,167143000.0,97705000.0,200912000.0,
Taxes Refund Paid,-61031000.0,-44306000.0,-39708000.0,-13407000.0,
Interest Paid Cfo,-631000.0,-760000.0,-1642000.0,-4124000.0,
Change In Working Capital,-87615000.0,-22708000.0,-65754000.0,-6503000.0,
Change In Other Current Liabilities,15562000.0,7102000.0,2702000.0,-54574000.0,
Change In Other Current Assets,,,94000.0,0.0,-23866000.0
Change In Payable,293286000.0,65309000.0,56200000.0,-40105000.0,
Change In Prepaid Assets,-2918000.0,1972000.0,-3720000.0,-3571000.0,
Change In Inventory,201000.0,12451000.0,13993000.0,15217000.0,
Change In Receivables,-393746000.0,-109542000.0,-129881000.0,76530000.0,
Other Non Cash Items,1044000.0,-11628000.0,-2223000.0,-31201000.0,
Stock Based Compensation,11108000.0,7205000.0,8624000.0,,
Provisionand Write Offof Assets,9559000.0,-3837000.0,0.0,,
Depreciation And Amortization,69403000.0,66625000.0,58652000.0,63540000.0,
Depreciation,69403000.0,66625000.0,58652000.0,63540000.0,
Gain Loss On Investment Securities,-22592000.0,4291000.0,7853000.0,19518000.0,
Net Foreign Currency Exchange Gain Loss,,0.0,0.0,0.0,0.0
Gain Loss On Sale Of Business,,,,-28500000.0,0.0
Net Income From Continuing Operations,198454000.0,164290000.0,131903000.0,136230000.0,
