,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,29231160.0,24838245.772506,17318340.0,15210720.0,
Tax Rate For Calcs,0.34,0.222296,0.18,0.12,
Normalized EBITDA,633958000.0,721691000.0,635758000.0,446437000.0,
Total Unusual Items,85974000.0,111735000.0,96213000.0,126756000.0,
Total Unusual Items Excluding Goodwill,85974000.0,111735000.0,96213000.0,126756000.0,
Net Income From Continuing Operation Net Minority Interest,67080000.0,170197000.0,163283000.0,148592000.0,
Reconciled Depreciation,240443000.0,203479000.0,185652000.0,137166000.0,
Reconciled Cost Of Revenue,1246559000.0,1051348000.0,734137000.0,504134000.0,
EBITDA,719932000.0,833426000.0,731971000.0,573193000.0,
EBIT,479489000.0,629947000.0,546319000.0,436027000.0,
Net Interest Income,-461835000.0,-408945000.0,-352464000.0,-279078000.0,
Interest Expense,432864000.0,404104000.0,347484000.0,268036000.0,
Interest Income,,,2843000.0,218000.0,577000.0
Normalized Income,10337160.0,83300245.772506,84388340.0,37046720.0,
Net Income From Continuing And Discontinued Operation,67080000.0,170197000.0,163283000.0,148592000.0,
Total Expenses,1465268000.0,1242917000.0,905880000.0,631441000.0,
Rent Expense Supplemental,17868000.0,15898000.0,20147000.0,10426000.0,
Diluted Average Shares,346307000.0,346200653.0,345775000.0,345940000.0,
Basic Average Shares,346307000.0,346200653.0,345683000.0,345275000.0,
Diluted EPS,0.19,0.507333,0.47,0.43,
Basic EPS,0.19,0.507333,0.47,0.43,
Diluted NI Availto Com Stockholders,67080000.0,170197000.0,163283000.0,148592000.0,
Net Income Common Stockholders,67080000.0,170197000.0,163283000.0,148592000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,67080000.0,170197000.0,163283000.0,148592000.0,
Minority Interests,-6691000.0,-5442000.0,,,
Net Income Including Noncontrolling Interests,73770000.0,175639000.0,163283000.0,148592000.0,
Net Income Continuous Operations,73770000.0,175639000.0,163283000.0,148592000.0,
Tax Provision,-27145000.0,50204000.0,35552000.0,19399000.0,
Pretax Income,46625000.0,225843000.0,198835000.0,167991000.0,
Special Income Charges,,-1098000.0,,,
Restructuring And Mergern Acquisition,,1098000.0,,,
Net Non Operating Interest Income Expense,-461835000.0,-408945000.0,-352464000.0,-279078000.0,
Total Other Finance Cost,28971000.0,4841000.0,7823000.0,11260000.0,
Interest Expense Non Operating,432864000.0,404104000.0,347484000.0,268036000.0,
Interest Income Non Operating,,,2843000.0,218000.0,577000.0
Operating Income,422488000.0,523053000.0,455087000.0,320313000.0,
Operating Expense,218709000.0,191569000.0,171743000.0,127307000.0,
Other Operating Expenses,13675000.0,9819000.0,9270000.0,5452000.0,
Depreciation And Amortization In Income Statement,26483000.0,25680000.0,11247000.0,9311000.0,
Depreciation Income Statement,26483000.0,25680000.0,11247000.0,9311000.0,
Selling General And Administration,50912000.0,49764000.0,35583000.0,32983000.0,
General And Administrative Expense,50912000.0,49764000.0,35583000.0,32983000.0,
Rent And Landing Fees,17868000.0,15898000.0,20147000.0,10426000.0,
Gross Profit,641197000.0,714622000.0,626830000.0,447620000.0,
Cost Of Revenue,1246559000.0,1051348000.0,734137000.0,504134000.0,
Total Revenue,1887757000.0,1765969000.0,1360967000.0,951754000.0,
Operating Revenue,1887757000.0,1765969000.0,1360967000.0,951754000.0,
