,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2129924000.0,-84309000.0,1836270000.0,761931000.0,
Repurchase Of Capital Stock,,0.0,0.0,-9997000.0,0.0
Repayment Of Debt,-3601377000.0,-2188091000.0,-1187705000.0,-2035863000.0,
Issuance Of Debt,6291411000.0,3468188000.0,1017667000.0,2939793000.0,
Issuance Of Capital Stock,153694000.0,0.0,,,
Capital Expenditure,-451884000.0,-460444000.0,-345621000.0,-367884000.0,
End Cash Position,3821860000.0,2252138000.0,2864807000.0,2504862000.0,
Beginning Cash Position,2252138000.0,2864807000.0,2504862000.0,1890759000.0,
Effect Of Exchange Rate Changes,-91777000.0,0.0,,,
Changes In Cash,1661499000.0,-612669000.0,359945000.0,614103000.0,
Financing Cash Flow,1965992000.0,160211000.0,-1214944000.0,145694000.0,
Net Other Financing Charges,443211000.0,3042000.0,-1029000.0,238710000.0,
Interest Paid Cff,-1178281000.0,-907027000.0,-686751000.0,-604026000.0,
Cash Dividends Paid,-17455000.0,-139712000.0,-294182000.0,-331646000.0,
Common Stock Dividend Paid,,,,-331646000.0,-262139000.0
Net Common Stock Issuance,153694000.0,0.0,0.0,-9997000.0,
Common Stock Payments,,0.0,0.0,-9997000.0,0.0
Common Stock Issuance,153694000.0,0.0,,,
Net Issuance Payments Of Debt,2690034000.0,1280097000.0,-170038000.0,903930000.0,
Net Long Term Debt Issuance,2690034000.0,1280097000.0,-170038000.0,903930000.0,
Long Term Debt Payments,-3601377000.0,-2188091000.0,-1187705000.0,-2035863000.0,
Long Term Debt Issuance,6291411000.0,3468188000.0,1017667000.0,2939793000.0,
Investing Cash Flow,-2886301000.0,-1149015000.0,-607002000.0,-661406000.0,
Dividends Received Cfi,0.0,0.0,0.0,0.0,
Net Investment Purchase And Sale,,,,0.0,-24421000.0
Purchase Of Investment,,,,0.0,-24421000.0
Net Investment Properties Purchase And Sale,,,,,-24421000.0
Purchase Of Investment Properties,,,,,-24421000.0
Net Business Purchase And Sale,-2434417000.0,-688571000.0,-261381000.0,-293522000.0,
Purchase Of Business,-2434417000.0,-688571000.0,-261381000.0,-293522000.0,
Net Intangibles Purchase And Sale,-24643000.0,-28328000.0,-18059000.0,-11648000.0,
Purchase Of Intangibles,-24643000.0,-28328000.0,-18059000.0,-11648000.0,
Net PPE Purchase And Sale,-427241000.0,-432116000.0,-327562000.0,-356236000.0,
Purchase Of PPE,-427241000.0,-432116000.0,-327562000.0,-356236000.0,
Operating Cash Flow,2581808000.0,376135000.0,2181891000.0,1129815000.0,
Taxes Refund Paid,-199131000.0,-286701000.0,-233104000.0,-118106000.0,
Change In Working Capital,903008000.0,-1500178000.0,571429000.0,-419495000.0,
Change In Other Current Assets,16755000.0,-266289000.0,540137000.0,-319998000.0,
Change In Payable,-311557000.0,193093000.0,-427838000.0,378960000.0,
Change In Inventory,444444000.0,-725213000.0,481175000.0,-88317000.0,
Change In Receivables,753366000.0,-701769000.0,-22045000.0,-390140000.0,
Other Non Cash Items,-62767000.0,-33914000.0,-146228000.0,-142372000.0,
Provisionand Write Offof Assets,29035000.0,33009000.0,-31956000.0,28208000.0,
Deferred Tax,59079000.0,319667000.0,278015000.0,216205000.0,
Depreciation And Amortization,470064000.0,342520000.0,285652000.0,252708000.0,
Amortization Cash Flow,132451000.0,67430000.0,,,
Depreciation,337613000.0,275090000.0,285652000.0,252708000.0,
Gain Loss On Investment Securities,12889000.0,-16906000.0,4418000.0,14262000.0,
Net Foreign Currency Exchange Gain Loss,1187296000.0,805635000.0,761416000.0,613094000.0,
Gain Loss On Sale Of Business,,,-57620000.0,5960000.0,13240000.0
Net Income From Continuing Operations,-59791000.0,691696000.0,663489000.0,666402000.0,
