,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,696786525.6,370788226.2,435167640.0,464899230.0,
Tax Rate For Calcs,0.3396,0.2527,0.2565,0.27,
Normalized EBITDA,7001881000.0,6546328000.0,6236355000.0,6509233000.0,
Total Unusual Items,2051786000.0,1467306000.0,1696560000.0,1721849000.0,
Total Unusual Items Excluding Goodwill,2051786000.0,1467306000.0,1696560000.0,1721849000.0,
Net Income From Continuing Operation Net Minority Interest,4585619000.0,4576581000.0,4131929000.0,4226057000.0,
Reconciled Depreciation,387023000.0,571749000.0,1090035000.0,1056304000.0,
Reconciled Cost Of Revenue,2666414000.0,2438355000.0,2159457000.0,2058013000.0,
EBITDA,9053667000.0,8013634000.0,7932915000.0,8231082000.0,
EBIT,8666644000.0,7441885000.0,6842880000.0,7174778000.0,
Net Interest Income,-1819915000.0,-1353531000.0,-1410566000.0,-1522047000.0,
Interest Expense,1720743000.0,1317894000.0,1284708000.0,1384627000.0,
Interest Income,31879000.0,69966000.0,24736000.0,41557000.0,
Normalized Income,3230619525.6,3480063226.2,2870536640.0,2969107230.0,
Net Income From Continuing And Discontinued Operation,4585619000.0,4576581000.0,4131929000.0,4226057000.0,
Total Expenses,3528287000.0,3384324000.0,3756854000.0,3593486000.0,
Rent Expense Supplemental,,3755000.0,4908000.0,5212000.0,2496000.0
Diluted Average Shares,5203665380.0,5484808426.0,5721656183.0,5939034329.0,
Basic Average Shares,5175625779.0,5461940319.0,5700864977.0,5920730091.0,
Diluted EPS,0.83441,0.881229,0.722156,0.711573,
Basic EPS,0.837904,0.886003,0.72479,0.713773,
Diluted NI Availto Com Stockholders,4585619000.0,4576581000.0,4131929000.0,4226057000.0,
Net Income Common Stockholders,4585619000.0,4576581000.0,4131929000.0,4226057000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,4585619000.0,4576581000.0,4131929000.0,4226057000.0,
Minority Interests,-1253000.0,-110000.0,-583000.0,-541000.0,
Net Income Including Noncontrolling Interests,4586872000.0,4576691000.0,4132512000.0,4226598000.0,
Net Income Continuous Operations,4586872000.0,4576691000.0,4132512000.0,4226598000.0,
Tax Provision,2359029000.0,1547300000.0,1425660000.0,1563553000.0,
Pretax Income,6945901000.0,6123991000.0,5558172000.0,5790151000.0,
Special Income Charges,0.0,-67595000.0,0.0,0.0,
Write Off,,,,0.0,4114000.0
Impairment Of Capital Assets,0.0,67595000.0,0.0,0.0,
Net Non Operating Interest Income Expense,-1819915000.0,-1353531000.0,-1410566000.0,-1522047000.0,
Total Other Finance Cost,131051000.0,105603000.0,150594000.0,178977000.0,
Interest Expense Non Operating,1720743000.0,1317894000.0,1284708000.0,1384627000.0,
Interest Income Non Operating,31879000.0,69966000.0,24736000.0,41557000.0,
Operating Income,6539094000.0,6044745000.0,5160013000.0,5493732000.0,
Operating Expense,861873000.0,945969000.0,1597397000.0,1535473000.0,
Other Operating Expenses,221683000.0,108594000.0,316758000.0,342554000.0,
Depreciation And Amortization In Income Statement,387023000.0,571749000.0,1090035000.0,1056304000.0,
Depreciation Income Statement,387023000.0,571749000.0,1090035000.0,1056304000.0,
Selling General And Administration,234513000.0,248627000.0,169885000.0,116488000.0,
Selling And Marketing Expense,57848000.0,47966000.0,44739000.0,43827000.0,
General And Administrative Expense,176665000.0,200661000.0,125146000.0,72661000.0,
Rent And Landing Fees,,3755000.0,4908000.0,5212000.0,2496000.0
Gross Profit,7400967000.0,6990714000.0,6757410000.0,7029205000.0,
Cost Of Revenue,2666414000.0,2438355000.0,2159457000.0,2058013000.0,
Total Revenue,10067381000.0,9429069000.0,8916867000.0,9087218000.0,
Operating Revenue,10067381000.0,9429069000.0,8916867000.0,9087218000.0,
