,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-3208762.048653,-285066.254975,13640.749792,0.0,
Tax Rate For Calcs,0.188669,0.13847,0.152198,0.189455,0.115809,
Normalized EBITDA,60835000.0,117965000.0,129797000.0,83174000.0,84860000.0,
Total Unusual Items,,-23173000.0,-1873000.0,72000.0,10223000.0,-75232000.0
Total Unusual Items Excluding Goodwill,,-23173000.0,-1873000.0,72000.0,10223000.0,-75232000.0
Reconciled Depreciation,1097000.0,1087000.0,1092000.0,1136000.0,812000.0,
Reconciled Cost Of Revenue,245644000.0,326884000.0,354552000.0,459619000.0,258559000.0,
EBITDA,60835000.0,94792000.0,127924000.0,83246000.0,84860000.0,
EBIT,59738000.0,93705000.0,126832000.0,82110000.0,84048000.0,
Net Interest Income,-7464000.0,-7676000.0,-8369000.0,-5124000.0,-4433000.0,
Interest Expense,8145000.0,8654000.0,9754000.0,8863000.0,8104000.0,
Interest Income,485000.0,10208000.0,952000.0,1276000.0,2194000.0,
Normalized Income,32509000.0,64835237.951347,91626933.745025,48816640.749792,53907000.0,
Net Income From Continuing And Discontinued Operation,32509000.0,44871000.0,90039000.0,48875000.0,53907000.0,
Total Expenses,303806000.0,397300000.0,427931000.0,531033000.0,311372000.0,
Total Operating Income As Reported,26386000.0,,,,25949000.0,
Diluted Average Shares,50325000.0,,390235000.0,390901000.0,196856251.0,
Basic Average Shares,48490000.0,,386652000.0,390901000.0,196856251.0,
Diluted EPS,0.65,,0.23,0.13,0.273839,
Basic EPS,0.67,,0.23,0.13,0.273839,
Diluted NI Availto Com Stockholders,32509000.0,44871000.0,90039000.0,48875000.0,53907000.0,
Net Income Common Stockholders,32509000.0,44871000.0,90039000.0,48875000.0,53907000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,32509000.0,44871000.0,90039000.0,48875000.0,53907000.0,
Minority Interests,-9350000.0,-28403000.0,-9220000.0,-10495000.0,-13242000.0,
Net Income Including Noncontrolling Interests,41859000.0,73274000.0,99259000.0,59370000.0,67149000.0,
Net Income Discontinuous Operations,,0.0,0.0,0.0,0.0,0.0
Net Income Continuous Operations,41859000.0,73274000.0,99259000.0,59370000.0,67149000.0,
Tax Provision,9734000.0,11777000.0,17819000.0,13877000.0,8795000.0,
Pretax Income,51593000.0,85051000.0,117078000.0,73247000.0,75944000.0,
Special Income Charges,,-23173000.0,-1873000.0,72000.0,10223000.0,-75232000.0
Other Special Charges,,23173000.0,1873000.0,-72000.0,-10223000.0,75232000.0
Net Non Operating Interest Income Expense,-7464000.0,-7676000.0,-8369000.0,-5124000.0,-4433000.0,
Total Other Finance Cost,-196000.0,9230000.0,-433000.0,-2463000.0,-1477000.0,
Interest Expense Non Operating,8145000.0,8654000.0,9754000.0,8863000.0,8104000.0,
Interest Income Non Operating,485000.0,10208000.0,952000.0,1276000.0,2194000.0,
Operating Income,26386000.0,87061000.0,100891000.0,38720000.0,25949000.0,
Operating Expense,58162000.0,70416000.0,73379000.0,71414000.0,52813000.0,
Other Operating Expenses,11238000.0,3555000.0,11204000.0,3264000.0,-4366000.0,
Selling General And Administration,29865000.0,41193000.0,40778000.0,45416000.0,36784000.0,
Selling And Marketing Expense,18711000.0,47647000.0,25951000.0,35049000.0,16820000.0,
General And Administrative Expense,11154000.0,-6454000.0,14827000.0,10367000.0,19964000.0,
Gross Profit,84548000.0,157477000.0,174270000.0,110134000.0,78762000.0,
Cost Of Revenue,245644000.0,326884000.0,354552000.0,459619000.0,258559000.0,
Total Revenue,330192000.0,484361000.0,528822000.0,569753000.0,337321000.0,
Operating Revenue,330192000.0,484361000.0,528822000.0,569753000.0,337321000.0,
