,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1598091000.0,1542815000.0,1333246000.0,834548000.0,
Repurchase Of Capital Stock,-159799000.0,-1007213000.0,-340464000.0,0.0,
Repayment Of Debt,-1442014000.0,-2749473000.0,-788166000.0,-643267000.0,
Issuance Of Debt,628164000.0,3755764000.0,630883000.0,1500000000.0,
Issuance Of Capital Stock,6919000.0,7995000.0,8888000.0,5829000.0,
Capital Expenditure,-128137000.0,-137095000.0,-108644000.0,-95185000.0,
End Cash Position,60570000.0,47771000.0,44317000.0,18256000.0,
Beginning Cash Position,47771000.0,44317000.0,18256000.0,14862000.0,
Changes In Cash,12799000.0,3454000.0,26061000.0,3394000.0,
Financing Cash Flow,-3077207000.0,-1764239000.0,-1775369000.0,461207000.0,
Net Other Financing Charges,-450122000.0,-72287000.0,-16717000.0,,8192000.0
Interest Paid Cff,-781557000.0,-706752000.0,-774401000.0,-228736000.0,
Cash Dividends Paid,,,-292894000.0,-101979000.0,-60000000.0
Common Stock Dividend Paid,,,-292894000.0,-101979000.0,-60000000.0
Net Common Stock Issuance,-152880000.0,-999218000.0,-331576000.0,5829000.0,
Common Stock Payments,-159799000.0,-1007213000.0,-340464000.0,0.0,
Common Stock Issuance,6919000.0,7995000.0,8888000.0,5829000.0,
Net Issuance Payments Of Debt,-813850000.0,1006291000.0,-157283000.0,856733000.0,
Net Long Term Debt Issuance,-813850000.0,1006291000.0,-157283000.0,856733000.0,
Long Term Debt Payments,-1442014000.0,-2749473000.0,-788166000.0,-643267000.0,
Long Term Debt Issuance,628164000.0,3755764000.0,630883000.0,1500000000.0,
Investing Cash Flow,1363778000.0,87783000.0,359540000.0,-1387546000.0,
Interest Received Cfi,,,71647000.0,31827000.0,45992000.0
Dividends Received Cfi,85134000.0,51494000.0,71647000.0,31827000.0,
Net Investment Purchase And Sale,1622730000.0,-728191000.0,1129988000.0,-1351495000.0,
Sale Of Investment,1622730000.0,,1129988000.0,232500000.0,179059000.0
Purchase Of Investment,,-728191000.0,-1220324000.0,-1351495000.0,
Net Investment Properties Purchase And Sale,-386081000.0,-374956000.0,-231854000.0,-214440000.0,
Sale Of Investment Properties,,,,,0.0
Purchase Of Investment Properties,-386081000.0,-374956000.0,-231854000.0,-214440000.0,
Net Business Purchase And Sale,170132000.0,1276531000.0,-501597000.0,241747000.0,
Sale Of Business,172416000.0,1356279000.0,718727000.0,248747000.0,
Purchase Of Business,-2284000.0,-79748000.0,-1220324000.0,-7000000.0,
Net Intangibles Purchase And Sale,-101827000.0,-109919000.0,-98002000.0,-94231000.0,
Purchase Of Intangibles,-101827000.0,-109919000.0,-98002000.0,-94231000.0,
Net PPE Purchase And Sale,-26310000.0,-27176000.0,-10642000.0,-954000.0,
Purchase Of PPE,-26310000.0,-27176000.0,-10642000.0,-954000.0,
Operating Cash Flow,1726228000.0,1679910000.0,1441890000.0,929733000.0,
Taxes Refund Paid,-325005000.0,-347048000.0,-399613000.0,-139736000.0,
Change In Working Capital,140641000.0,175911000.0,-73242000.0,7328000.0,
Change In Other Current Liabilities,-24974000.0,-47152000.0,-168674000.0,-42188000.0,
Change In Other Current Assets,-77971000.0,-41512000.0,-170977000.0,-60756000.0,
Change In Payable,318564000.0,338872000.0,309484000.0,157085000.0,
Change In Receivables,-74978000.0,-74297000.0,-43075000.0,-46813000.0,
Other Non Cash Items,921107000.0,855801000.0,-3309751000.0,772921000.0,
Stock Based Compensation,52460000.0,59889000.0,22854000.0,16005000.0,
Provisionand Write Offof Assets,95061000.0,81878000.0,194766000.0,30297000.0,
Deferred Tax,-123118000.0,-143597000.0,1193080000.0,-56587000.0,
Depreciation And Amortization,634825000.0,618831000.0,684466000.0,202110000.0,
Depreciation,634825000.0,618831000.0,684466000.0,202110000.0,
Gain Loss On Investment Securities,-387446000.0,-233377000.0,-253369000.0,-161249000.0,
Gain Loss On Sale Of PPE,0.0,-13345000.0,0.0,0.0,
Net Income From Continuing Operations,945293000.0,811978000.0,3493910000.0,222144000.0,
