,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,4487511.0,-8345268.0,-8108093.0,-5515140.0
Tax Rate For Calcs,0.097,0.258,0.257,0.255
Normalized EBITDA,3480949000.0,3183792000.0,2968246000.0,2396777000.0
Total Unusual Items,46263000.0,-32346000.0,-31549000.0,-21628000.0
Total Unusual Items Excluding Goodwill,46263000.0,-32346000.0,-31549000.0,-21628000.0
Net Income From Continuing Operation Net Minority Interest,2079568000.0,1545347000.0,1503363000.0,1151538000.0
Reconciled Depreciation,626251000.0,559949000.0,480108000.0,433420000.0
Reconciled Cost Of Revenue,3150783000.0,2890386000.0,2514893000.0,2383355000.0
EBITDA,3527212000.0,3151446000.0,2936697000.0,2375149000.0
EBIT,2900961000.0,2591497000.0,2456589000.0,1941729000.0
Net Interest Income,1640983000.0,-452127000.0,-497519000.0,-408529000.0
Interest Expense,598306000.0,509335000.0,432268000.0,396182000.0
Interest Income,2302816000.0,48358000.0,12326000.0,20096000.0
Normalized Income,2037792511.0,1569347732.0,1526803907.0,1167650860.0
Net Income From Continuing And Discontinued Operation,2079568000.0,1545347000.0,1503363000.0,1151538000.0
Total Expenses,7048902000.0,4454656000.0,3911246000.0,3863561000.0
Diluted NI Availto Com Stockholders,649865000.0,482921000.0,469801000.0,1151538000.0
Net Income Common Stockholders,649865000.0,482921000.0,469801000.0,1151538000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Preferred Stock Dividends,1429703000.0,1062426000.0,1033562000.0,
Net Income,2079568000.0,1545347000.0,1503363000.0,1151538000.0
Net Income Including Noncontrolling Interests,2079568000.0,1545347000.0,1503363000.0,1151538000.0
Net Income Continuous Operations,2079568000.0,1545347000.0,1503363000.0,1151538000.0
Tax Provision,223087000.0,536815000.0,520958000.0,394009000.0
Pretax Income,2302655000.0,2082162000.0,2024321000.0,1545547000.0
Special Income Charges,285840000.0,-16852000.0,-29230000.0,-18200000.0
Other Special Charges,-298464000.0,2066000.0,26170000.0,3957000.0
Write Off,12624000.0,14786000.0,3060000.0,14243000.0
Net Non Operating Interest Income Expense,1640983000.0,-452127000.0,-497519000.0,-408529000.0
Total Other Finance Cost,63527000.0,-8850000.0,77577000.0,32443000.0
Interest Expense Non Operating,598306000.0,509335000.0,432268000.0,396182000.0
Interest Income Non Operating,2302816000.0,48358000.0,12326000.0,20096000.0
Operating Income,156825000.0,2393563000.0,2381490000.0,1810086000.0
Operating Expense,3898119000.0,1564270000.0,1396353000.0,1480206000.0
Other Operating Expenses,2004454000.0,13501000.0,225236000.0,441347000.0
Depreciation And Amortization In Income Statement,131439000.0,118888000.0,98054000.0,79306000.0
Depreciation Income Statement,131439000.0,118888000.0,98054000.0,79306000.0
Selling General And Administration,561958000.0,391491000.0,196623000.0,131752000.0
Selling And Marketing Expense,273104000.0,273329000.0,178135000.0,138223000.0
General And Administrative Expense,288854000.0,118162000.0,18488000.0,-6471000.0
Gross Profit,4054944000.0,3957833000.0,3777843000.0,3290292000.0
Cost Of Revenue,3150783000.0,2890386000.0,2514893000.0,2383355000.0
Total Revenue,7205727000.0,6848219000.0,6292736000.0,5673647000.0
Operating Revenue,7205727000.0,6848219000.0,6292736000.0,5673647000.0
