,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,319090000.0,-1800000.0,-195135000.0,203020000.0,
Repurchase Of Capital Stock,-33496000.0,0.0,0.0,-5540000.0,
Repayment Of Debt,-680015000.0,-694891000.0,-685108000.0,-448007000.0,
Issuance Of Debt,1796641000.0,947528000.0,606893000.0,561490000.0,
Issuance Of Capital Stock,0.0,0.0,406882000.0,0.0,
Capital Expenditure,-79333000.0,-78054000.0,-24125000.0,-17337000.0,
End Cash Position,1199343000.0,792054000.0,633978000.0,733124000.0,
Beginning Cash Position,792054000.0,633978000.0,733124000.0,723954000.0,
Changes In Cash,407289000.0,158076000.0,-99146000.0,9170000.0,
Financing Cash Flow,101344000.0,174405000.0,110737000.0,-162053000.0,
Net Other Financing Charges,817650000.0,465886000.0,104919000.0,-510511000.0,
Interest Paid Cff,-184912000.0,-120390000.0,-145199000.0,-114192000.0,
Cash Dividends Paid,-1450771000.0,-358379000.0,-104288000.0,-69964000.0,
Net Common Stock Issuance,-33496000.0,0.0,406882000.0,-5540000.0,
Common Stock Payments,-33496000.0,0.0,0.0,-5540000.0,
Common Stock Issuance,0.0,0.0,406882000.0,0.0,
Net Issuance Payments Of Debt,1116626000.0,252637000.0,-78215000.0,561490000.0,
Net Long Term Debt Issuance,1116626000.0,252637000.0,-78215000.0,561490000.0,
Long Term Debt Payments,-680015000.0,-694891000.0,-685108000.0,-448007000.0,
Long Term Debt Issuance,1796641000.0,947528000.0,606893000.0,561490000.0,
Investing Cash Flow,-92478000.0,-92583000.0,-38873000.0,-49134000.0,
Net Other Investing Changes,,,-7062000.0,-39351000.0,-11681000.0
Dividends Received Cfi,80081000.0,51252000.0,35082000.0,8493000.0,
Net Investment Purchase And Sale,-396623000.0,-201505000.0,-226361000.0,-939000.0,
Sale Of Investment,,168542000.0,167831000.0,200016000.0,267432000.0
Purchase Of Investment,-396623000.0,-201505000.0,-226361000.0,-200955000.0,
Net Business Purchase And Sale,341513000.0,168542000.0,167831000.0,-116872000.0,
Sale Of Business,341513000.0,168542000.0,167831000.0,,267432000.0
Net Intangibles Purchase And Sale,-15104000.0,-24081000.0,-17063000.0,-17337000.0,
Purchase Of Intangibles,-15104000.0,-24081000.0,-17063000.0,-17337000.0,
Net PPE Purchase And Sale,-64229000.0,-53973000.0,-7062000.0,0.0,
Purchase Of PPE,-64229000.0,-53973000.0,-7062000.0,0.0,
Operating Cash Flow,398423000.0,76254000.0,-171010000.0,220357000.0,
Taxes Refund Paid,-72623000.0,-48063000.0,-8299000.0,-37328000.0,
Change In Working Capital,-987271000.0,-745701000.0,-618121000.0,-135944000.0,
Change In Other Current Liabilities,-23513000.0,-18735000.0,-19246000.0,74479000.0,
Change In Other Current Assets,77969000.0,79459000.0,102812000.0,38059000.0,
Change In Payable,-224753000.0,-242497000.0,-336843000.0,-238027000.0,
Change In Inventory,295412000.0,373743000.0,8918000.0,249188000.0,
Change In Receivables,-1090701000.0,-912904000.0,-345113000.0,-240307000.0,
Other Non Cash Items,311375000.0,196938000.0,173806000.0,152403000.0,
Stock Based Compensation,18383000.0,7537000.0,6038000.0,2914000.0,
Provisionand Write Offof Assets,149426000.0,98575000.0,34842000.0,30997000.0,
Deferred Tax,24320000.0,29214000.0,25465000.0,17890000.0,
Depreciation And Amortization,80743000.0,70067000.0,60555000.0,53425000.0,
Depreciation,80743000.0,70067000.0,60555000.0,53425000.0,
Gain Loss On Investment Securities,-163204000.0,-235407000.0,-189284000.0,-60424000.0,
Net Foreign Currency Exchange Gain Loss,,,,0.0,1097000.0
Gain Loss On Sale Of Business,,,-51695000.0,-83353000.0,-21174000.0
Net Income From Continuing Operations,1078495000.0,792298000.0,436859000.0,301535000.0,
