,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-13407220.0,-6947220.0,8404800.0,23028610.0,
Tax Rate For Calcs,0.34,0.34,0.34,0.29,
Normalized EBITDA,128329000.0,69955000.0,-50496000.0,-112918000.0,
Total Unusual Items,-39433000.0,-20433000.0,24720000.0,79409000.0,
Total Unusual Items Excluding Goodwill,-39433000.0,-20433000.0,24720000.0,79409000.0,
Net Income From Continuing Operation Net Minority Interest,-621000.0,-7959000.0,-13795000.0,-32018000.0,
Reconciled Depreciation,17668000.0,11090000.0,19929000.0,13683000.0,
EBITDA,88896000.0,49522000.0,-25776000.0,-33509000.0,
EBIT,71228000.0,38432000.0,-45705000.0,-47192000.0,
Net Interest Income,-1130000.0,-879000.0,1219000.0,1198000.0,
Interest Expense,,,0.0,122000.0,309000.0
Interest Income,,189000.0,2738000.0,3239000.0,838000.0
Normalized Income,25404780.0,5526780.0,-30110200.0,-88398390.0,
Net Income From Continuing And Discontinued Operation,-621000.0,-7959000.0,-18559000.0,-56593000.0,
Total Expenses,388976000.0,326586000.0,372294000.0,448050000.0,
Diluted Average Shares,102212283.0,87017308.0,87797016.0,85161412.0,
Basic Average Shares,102212283.0,87017308.0,87797016.0,85161412.0,
Diluted EPS,-0.01,-0.09,-0.206989,-0.640679,
Basic EPS,-0.01,-0.09,-0.206989,-0.640679,
Diluted NI Availto Com Stockholders,-621000.0,-7959000.0,-18559000.0,-56593000.0,
Net Income Common Stockholders,-621000.0,-7959000.0,-18559000.0,-56593000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-621000.0,-7959000.0,-18559000.0,-56593000.0,
Minority Interests,519000.0,3375000.0,6993000.0,1555000.0,
Net Income Including Noncontrolling Interests,-1140000.0,-11334000.0,-25552000.0,-58148000.0,
Net Income Discontinuous Operations,,0.0,-4764000.0,-24575000.0,
Net Income Continuous Operations,-1140000.0,-11334000.0,-20788000.0,-33573000.0,
Tax Provision,31805000.0,28454000.0,1022000.0,-13741000.0,
Pretax Income,30665000.0,17120000.0,-19766000.0,-47314000.0,
Other Non Operating Income Expenses,,,,-12182000.0,-5970000.0
Special Income Charges,-51734000.0,-63606000.0,-25365000.0,31065000.0,
Write Off,,0.0,0.0,0.0,
Impairment Of Capital Assets,56225000.0,82995000.0,0.0,,
Restructuring And Mergern Acquisition,-4491000.0,-19389000.0,25365000.0,-31065000.0,
Net Non Operating Interest Income Expense,-1130000.0,-879000.0,1219000.0,1198000.0,
Total Other Finance Cost,1130000.0,879000.0,1519000.0,1919000.0,
Interest Expense Non Operating,,,0.0,122000.0,309000.0
Interest Income Non Operating,,189000.0,2738000.0,3239000.0,838000.0
Operating Income,71228000.0,38432000.0,-45705000.0,-127929000.0,
Operating Expense,388976000.0,326586000.0,372294000.0,448050000.0,
Other Operating Expenses,243726000.0,203928000.0,188375000.0,238482000.0,
Depreciation And Amortization In Income Statement,17668000.0,11090000.0,9253000.0,6806000.0,
Depreciation Income Statement,17668000.0,11090000.0,9253000.0,6806000.0,
Selling General And Administration,51716000.0,34737000.0,73843000.0,56858000.0,
Selling And Marketing Expense,51716000.0,34737000.0,22771000.0,26028000.0,
General And Administrative Expense,,31303000.0,51072000.0,30830000.0,10786000.0
Total Revenue,460204000.0,365018000.0,326589000.0,320121000.0,
Operating Revenue,460204000.0,365018000.0,326589000.0,320121000.0,
