,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-425110.5,-248799.936471,-6925738.0,-272785.0,-481416.3,
Tax Rate For Calcs,0.0765,0.013209,0.2228,0.0178,0.1797,
Normalized EBITDA,188877000.0,200099000.0,153617000.0,202371000.0,159249000.0,
Total Unusual Items,-5557000.0,-18836000.0,-31085000.0,-15325000.0,-2679000.0,
Total Unusual Items Excluding Goodwill,-5557000.0,-18836000.0,-31085000.0,-15325000.0,-2679000.0,
Net Income From Continuing Operation Net Minority Interest,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Reconciled Depreciation,55897000.0,59490000.0,54209000.0,55711000.0,55230000.0,
Reconciled Cost Of Revenue,219147000.0,238932000.0,219821000.0,233962000.0,212278000.0,
EBITDA,183320000.0,181263000.0,122532000.0,187046000.0,156570000.0,
EBIT,127423000.0,121773000.0,68323000.0,131335000.0,101340000.0,
Net Interest Income,-55346000.0,-57265000.0,-55792000.0,-56229000.0,-63602000.0,
Interest Expense,45233000.0,46217000.0,49128000.0,48537000.0,48149000.0,
Interest Income,3950000.0,2410000.0,2692000.0,2167000.0,2413000.0,
Normalized Income,81034889.5,93145200.063529,39078262.0,96378215.0,45830583.7,
Net Income From Continuing And Discontinued Operation,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Total Expenses,447551000.0,437810000.0,429604000.0,447039000.0,424953000.0,
Rent Expense Supplemental,4801000.0,5629000.0,4787000.0,5145000.0,4264000.0,
Diluted Average Shares,127962737.0,,127382172.0,126620788.0,127225139.0,126620660.0
Basic Average Shares,127962737.0,,127382172.0,126620788.0,127225139.0,126620660.0
Diluted EPS,5.9462,,0.11712,0.64228,0.342959,-0.238571
Basic EPS,5.9462,,0.11712,0.64228,0.342959,-0.238571
Diluted NI Availto Com Stockholders,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Net Income Common Stockholders,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Net Income Including Noncontrolling Interests,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Net Income Continuous Operations,75903000.0,74558000.0,14919000.0,81326000.0,43633000.0,
Tax Provision,6287000.0,998000.0,4276000.0,1472000.0,9558000.0,
Pretax Income,82190000.0,75556000.0,19195000.0,82798000.0,53191000.0,
Special Income Charges,,-9825000.0,-10921000.0,-13108000.0,,-43126000.0
Other Special Charges,,-968000.0,10921000.0,7743000.0,,6669000.0
Impairment Of Capital Assets,,,,5365000.0,,21260000.0
Net Non Operating Interest Income Expense,-55346000.0,-57265000.0,-55792000.0,-56229000.0,-63602000.0,
Total Other Finance Cost,14063000.0,13458000.0,9356000.0,9859000.0,17866000.0,
Interest Expense Non Operating,45233000.0,46217000.0,49128000.0,48537000.0,48149000.0,
Interest Income Non Operating,3950000.0,2410000.0,2692000.0,2167000.0,2413000.0,
Operating Income,136212000.0,135044000.0,84847000.0,142198000.0,115036000.0,
Operating Expense,228404000.0,198878000.0,209783000.0,213077000.0,212675000.0,
Other Operating Expenses,70047000.0,44154000.0,50605000.0,60505000.0,67338000.0,
Depreciation And Amortization In Income Statement,6124000.0,6140000.0,6289000.0,7145000.0,6964000.0,
Depreciation Income Statement,6124000.0,6140000.0,6289000.0,7145000.0,6964000.0,
Selling General And Administration,77389000.0,79330000.0,82589000.0,80197000.0,71292000.0,
Selling And Marketing Expense,36333000.0,31541000.0,37469000.0,39577000.0,31535000.0,
General And Administrative Expense,41056000.0,47789000.0,45120000.0,40620000.0,39757000.0,
Gross Profit,364616000.0,333922000.0,294630000.0,355275000.0,327711000.0,
Cost Of Revenue,219147000.0,238932000.0,219821000.0,233962000.0,212278000.0,
Total Revenue,583763000.0,572854000.0,514451000.0,589237000.0,539989000.0,
Operating Revenue,583763000.0,572854000.0,514451000.0,589237000.0,539989000.0,
