,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,54510400.0,-16093200.0,-2896800.0,0.0,10808621.6756,
Tax Rate For Calcs,0.4,0.4,0.34,0.246823,0.092424,
Normalized EBITDA,482404000.0,623485000.0,661093000.0,608845000.0,490042000.0,
Total Unusual Items,136276000.0,-40233000.0,-8520000.0,,116946000.0,109813000.0
Total Unusual Items Excluding Goodwill,136276000.0,-40233000.0,-8520000.0,,116946000.0,109813000.0
Net Income From Continuing Operation Net Minority Interest,308144000.0,248302000.0,252229000.0,125865000.0,201401000.0,
Reconciled Depreciation,146236000.0,149860000.0,181609000.0,152208000.0,150452000.0,
Reconciled Cost Of Revenue,199885000.0,190987000.0,231077000.0,160934000.0,181025000.0,
EBITDA,618680000.0,583252000.0,652573000.0,608845000.0,606988000.0,
EBIT,472444000.0,433392000.0,470964000.0,456637000.0,456536000.0,
Net Interest Income,-222173000.0,-205725000.0,-124605000.0,-138738000.0,-209191000.0,
Interest Expense,228792000.0,198362000.0,203769000.0,249618000.0,203182000.0,
Interest Income,5249000.0,4690000.0,94526000.0,110880000.0,4152000.0,
Normalized Income,226378400.0,272441800.0,257852200.0,125865000.0,95263621.6756,
Net Income From Continuing And Discontinued Operation,308144000.0,248302000.0,252229000.0,125865000.0,201401000.0,
Total Expenses,410667000.0,279145000.0,458002000.0,336447000.0,370148000.0,
Rent Expense Supplemental,22114000.0,24644000.0,18107000.0,160934000.0,15282000.0,
Total Operating Income As Reported,348557000.0,416452000.0,,,345599000.0,447683000.0
Diluted Average Shares,490195000.0,500892000.0,,505888264.0,515283000.0,525428000.0
Basic Average Shares,489032000.0,499729000.0,,505888264.0,514120000.0,524564000.0
Diluted EPS,0.6286,0.4957,,0.2488,0.3909,0.4847
Basic EPS,0.6301,0.4969,,0.2488,0.3917,0.4855
Diluted NI Availto Com Stockholders,308144000.0,248302000.0,252229000.0,125865000.0,201401000.0,
Net Income Common Stockholders,308144000.0,248302000.0,252229000.0,125865000.0,201401000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,308144000.0,248302000.0,252229000.0,125865000.0,201401000.0,
Minority Interests,-17719000.0,-18648000.0,-29100000.0,-30057000.0,-28537000.0,
Net Income Including Noncontrolling Interests,325863000.0,266950000.0,281329000.0,155922000.0,229938000.0,
Net Income Continuous Operations,325863000.0,266950000.0,281329000.0,155922000.0,229938000.0,
Tax Provision,-82211000.0,-31920000.0,-14134000.0,51097000.0,23416000.0,
Pretax Income,243652000.0,235030000.0,267195000.0,207019000.0,253354000.0,
Other Non Operating Income Expenses,,,,-15010000.0,,
Special Income Charges,14558000.0,10202000.0,-4193000.0,,-7557000.0,138965000.0
Other Special Charges,-14558000.0,-10202000.0,4193000.0,,7557000.0,-139135000.0
Write Off,0.0,0.0,0.0,,0.0,170000.0
Net Non Operating Interest Income Expense,-222173000.0,-205725000.0,-124605000.0,-138738000.0,-209191000.0,
Total Other Finance Cost,-1370000.0,12053000.0,15362000.0,,10161000.0,22762000.0
Interest Expense Non Operating,228792000.0,198362000.0,203769000.0,249618000.0,203182000.0,
Interest Income Non Operating,5249000.0,4690000.0,94526000.0,110880000.0,4152000.0,
Operating Income,310337000.0,384557000.0,375060000.0,341871000.0,327736000.0,
Operating Expense,210782000.0,88158000.0,226925000.0,175513000.0,189123000.0,
Other Operating Expenses,63821000.0,-55506000.0,55627000.0,,37285000.0,34132000.0
Depreciation And Amortization In Income Statement,35126000.0,35351000.0,41671000.0,,36799000.0,37021000.0
Depreciation Income Statement,35126000.0,35351000.0,41671000.0,,36799000.0,37021000.0
Selling General And Administration,24142000.0,26495000.0,33543000.0,175513000.0,22087000.0,
General And Administrative Expense,24142000.0,26495000.0,31925000.0,175513000.0,22087000.0,
Rent And Landing Fees,687000.0,633000.0,550000.0,,685000.0,547000.0
Gross Profit,521119000.0,472715000.0,601985000.0,517384000.0,516859000.0,
Cost Of Revenue,199885000.0,190987000.0,231077000.0,160934000.0,181025000.0,
Total Revenue,721004000.0,663702000.0,833062000.0,678318000.0,697884000.0,
Operating Revenue,721004000.0,663702000.0,833062000.0,678318000.0,697884000.0,
