,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-3743426.32892,-3622351.674012,-7244040.0,-3134816.828431,1491686.400773,
Tax Rate For Calcs,0.348777,0.378313,0.34,0.020189,0.241373,
Normalized EBITDA,677835000.0,808765000.0,481645000.0,717363000.0,564146000.0,
Total Unusual Items,-10733000.0,-9575000.0,-21306000.0,-155274000.0,6180000.0,
Total Unusual Items Excluding Goodwill,-10733000.0,-9575000.0,-21306000.0,-155274000.0,6180000.0,
Net Income From Continuing Operation Net Minority Interest,141447000.0,220006000.0,191605000.0,118799000.0,95109000.0,
Reconciled Depreciation,232227000.0,232570000.0,228663000.0,225014000.0,229004000.0,
Reconciled Cost Of Revenue,746369000.0,747084000.0,475670000.0,523535000.0,443330000.0,
EBITDA,667102000.0,799190000.0,460339000.0,562089000.0,570326000.0,
EBIT,434875000.0,566620000.0,231676000.0,337075000.0,341322000.0,
Net Interest Income,-221049000.0,-217609000.0,-200775000.0,-243067000.0,-216125000.0,
Interest Expense,218026000.0,232154000.0,219473000.0,228996000.0,217087000.0,
Interest Income,24623000.0,9725000.0,12714000.0,10441000.0,24781000.0,
Normalized Income,148436573.67108,225958648.325988,205666960.0,270938183.171569,90420686.400773,
Net Income From Continuing And Discontinued Operation,141447000.0,220006000.0,191605000.0,118799000.0,95109000.0,
Total Expenses,1722011000.0,1687135000.0,1323077000.0,1192373000.0,1323917000.0,
Rent Expense Supplemental,,,,8263000.0,,
Total Operating Income As Reported,,,,300056000.0,,
Diluted Average Shares,1909232000.0,,1995588174.0,1995370737.0,1902067000.0,
Basic Average Shares,1874220000.0,,1995588174.0,1995370737.0,1869514000.0,
Diluted EPS,0.07,,0.096014,0.059537,0.05,
Basic EPS,0.08,,0.096014,0.059537,0.05,
Diluted NI Availto Com Stockholders,141447000.0,220006000.0,191605000.0,118799000.0,95109000.0,
Net Income Common Stockholders,141447000.0,220006000.0,191605000.0,118799000.0,95109000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,141447000.0,220006000.0,191605000.0,118799000.0,95109000.0,
Minority Interests,230000.0,12073000.0,13648000.0,12902000.0,861000.0,
Net Income Including Noncontrolling Interests,141217000.0,207933000.0,177957000.0,105897000.0,94248000.0,
Net Income Discontinuous Operations,,0.0,0.0,0.0,0.0,0.0
Net Income Continuous Operations,141217000.0,207933000.0,177957000.0,105897000.0,94248000.0,
Tax Provision,75632000.0,126533000.0,-165754000.0,2182000.0,29987000.0,
Pretax Income,216849000.0,334466000.0,12203000.0,108079000.0,124235000.0,
Special Income Charges,-3590000.0,-2866000.0,-2716000.0,-167195000.0,-4270000.0,
Write Off,,,,167522000.0,,
Restructuring And Mergern Acquisition,3590000.0,2866000.0,2716000.0,-327000.0,4270000.0,
Net Non Operating Interest Income Expense,-221049000.0,-217609000.0,-200775000.0,-243067000.0,-216125000.0,
Total Other Finance Cost,27646000.0,-4820000.0,-5984000.0,24512000.0,23819000.0,
Interest Expense Non Operating,218026000.0,232154000.0,219473000.0,228996000.0,217087000.0,
Interest Income Non Operating,24623000.0,9725000.0,12714000.0,10441000.0,24781000.0,
Operating Income,424117000.0,513931000.0,200292000.0,472227000.0,303711000.0,
Operating Expense,975642000.0,940051000.0,847407000.0,668838000.0,880587000.0,
Other Operating Expenses,190893000.0,233929000.0,161672000.0,5084000.0,163840000.0,
Selling General And Administration,788662000.0,707595000.0,688621000.0,665364000.0,718374000.0,
Selling And Marketing Expense,332415000.0,216527000.0,220130000.0,193536000.0,257258000.0,
General And Administrative Expense,456247000.0,491068000.0,468491000.0,471828000.0,461116000.0,
Gross Profit,1399759000.0,1453982000.0,1047699000.0,1141065000.0,1184298000.0,
Cost Of Revenue,746369000.0,747084000.0,475670000.0,523535000.0,443330000.0,
Total Revenue,2146128000.0,2201066000.0,1523369000.0,1664600000.0,1627628000.0,
Operating Revenue,2146128000.0,2201066000.0,1523369000.0,1664600000.0,1627628000.0,
