,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-7332000000.0,-1325000000.0,-6802000000.0,4104000000.0,
Repayment Of Debt,-3227000000.0,-6273000000.0,-3940000000.0,-4864000000.0,
Issuance Of Debt,6425000000.0,6711000000.0,12224000000.0,6418000000.0,
Capital Expenditure,-3132000000.0,-3760000000.0,-4530000000.0,-4848000000.0,
End Cash Position,10501000000.0,14986000000.0,14187000000.0,12466000000.0,
Beginning Cash Position,14986000000.0,14187000000.0,12466000000.0,8681000000.0,
Effect Of Exchange Rate Changes,-513000000.0,1380000000.0,-355000000.0,-444000000.0,
Changes In Cash,-3972000000.0,-581000000.0,2076000000.0,4229000000.0,
Financing Cash Flow,3176000000.0,470000000.0,8873000000.0,225000000.0,
Cash Flow From Continuing Financing Activities,3176000000.0,470000000.0,8873000000.0,225000000.0,
Net Other Financing Charges,-22000000.0,38000000.0,596000000.0,21000000.0,
Cash Dividends Paid,0.0,-6000000.0,-7000000.0,-1350000000.0,
Net Issuance Payments Of Debt,3198000000.0,438000000.0,8284000000.0,1554000000.0,
Net Short Term Debt Issuance,,,,2562546000.0,-9397601000.0
Short Term Debt Payments,,,,-3855662000.0,-9413909000.0
Short Term Debt Issuance,,,,6418208000.0,16308000.0
Net Long Term Debt Issuance,3198000000.0,438000000.0,8284000000.0,1554000000.0,
Long Term Debt Payments,-3227000000.0,-6273000000.0,-3940000000.0,-4864000000.0,
Long Term Debt Issuance,6425000000.0,6711000000.0,12224000000.0,6418000000.0,
Investing Cash Flow,-2948000000.0,-3484000000.0,-4525000000.0,-4947000000.0,
Cash Flow From Continuing Investing Activities,-2947000000.0,-3484000000.0,-4525000000.0,-4947000000.0,
Net Other Investing Changes,-1000000.0,,,,
Dividends Received Cfi,31000000.0,17000000.0,11000000.0,6000000.0,
Net Investment Purchase And Sale,-18000000.0,0.0,,-64969000.0,
Sale Of Investment,108000000.0,0.0,,,
Purchase Of Investment,-126000000.0,0.0,,-64969000.0,
Net Business Purchase And Sale,172000000.0,203000000.0,-78000000.0,-107000000.0,
Sale Of Business,172000000.0,203000000.0,0.0,,
Purchase Of Business,,0.0,-78000000.0,-107000000.0,
Net PPE Purchase And Sale,-3132000000.0,-3704000000.0,-4458000000.0,-4846000000.0,
Sale Of PPE,0.0,56000000.0,72000000.0,2000000.0,
Purchase Of PPE,-3132000000.0,-3760000000.0,-4530000000.0,-4848000000.0,
Operating Cash Flow,-4200000000.0,2435000000.0,-2272000000.0,8952000000.0,
Cash Flow From Continuing Operating Activities,-4200000000.0,2435000000.0,-2272000000.0,8950000000.0,
Taxes Refund Paid,-215000000.0,-635000000.0,-866000000.0,-1621000000.0,
Interest Paid Cfo,-4427000000.0,-4261000000.0,-3550000000.0,-2905000000.0,
Change In Working Capital,-1740000000.0,557000000.0,-1937000000.0,3969000000.0,
Change In Other Working Capital,-2840000000.0,-2731000000.0,-3162000000.0,-3467000000.0,
Change In Other Current Liabilities,,,,-317867000.0,-389087000.0
Change In Other Current Assets,614000000.0,3325000000.0,-2279000000.0,1530000000.0,
Change In Payables And Accrued Expense,-2781000000.0,-465000000.0,1555000000.0,-886000000.0,
Change In Payable,-2781000000.0,-465000000.0,1555000000.0,-886000000.0,
Change In Account Payable,-2343000000.0,384000000.0,1950000000.0,514000000.0,
Change In Tax Payable,-177000000.0,-311000000.0,-209000000.0,-1009000000.0,
Change In Income Tax Payable,-177000000.0,-311000000.0,-209000000.0,-1009000000.0,
Change In Prepaid Assets,,,,,19322000.0
Change In Inventory,2939000000.0,-181000000.0,1811000000.0,2138000000.0,
Change In Receivables,328000000.0,609000000.0,138000000.0,4654000000.0,
Changes In Account Receivables,-240000000.0,0.0,72000000.0,3661000000.0,
Other Non Cash Items,-1929000000.0,17555000000.0,2683000000.0,2705000000.0,
Provisionand Write Offof Assets,751000000.0,2301000000.0,2112000000.0,1890000000.0,
Asset Impairment Charge,1565000000.0,104000000.0,279000000.0,169000000.0,
Deferred Tax,,,,0.0,-1031000000.0
Deferred Income Tax,,,,0.0,-1031000000.0
Depreciation Amortization Depletion,4673000000.0,4950000000.0,5206000000.0,4733000000.0,
Depreciation And Amortization,4673000000.0,4950000000.0,5206000000.0,4733000000.0,
Operating Gains Losses,-33000000.0,-403000000.0,-7000000.0,-35000000.0,
Earnings Losses From Equity Investments,-9000000.0,21000000.0,-7000000.0,-35000000.0,
Gain Loss On Sale Of Business,-24000000.0,-424000000.0,0.0,0.0,
Net Income From Continuing Operations,-2845000000.0,-17733000000.0,-6192000000.0,47000000.0,
