,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,250974000.0,371923000.0,557471000.0,356187000.0,226855000.0,,
Repurchase Of Capital Stock,,,,,-25471000.0,0.0,-2000000000.0
Repayment Of Debt,-321096000.0,-38792000.0,,,-320651000.0,-7231000.0,-17591000.0
Issuance Of Debt,,,,,,,1795745000.0
Issuance Of Capital Stock,9499000.0,-9499000.0,,,1036000.0,-5918000.0,
Capital Expenditure,-11475000.0,-12684000.0,,,-8322000.0,-8888000.0,-13040000.0
End Cash Position,-109266000.0,376282000.0,,,87867000.0,71705000.0,49603000.0
Beginning Cash Position,376282000.0,191102000.0,,,71705000.0,49603000.0,55292000.0
Changes In Cash,-294448000.0,185180000.0,557471000.0,818579000.0,65765000.0,,
Financing Cash Flow,-650279000.0,-314895000.0,,,-640188000.0,-240888000.0,-539798000.0
Net Other Financing Charges,-31000.0,-62000.0,,,-2000.0,-1000.0,-2000.0
Interest Paid Cff,-122281000.0,-121639000.0,,,-143009000.0,-122207000.0,-93916000.0
Cash Dividends Paid,,,,,,,-210186000.0
Common Stock Dividend Paid,,,,,,,-210186000.0
Net Common Stock Issuance,-4791000.0,-9499000.0,,,-24435000.0,-5918000.0,-1997445000.0
Common Stock Payments,,,,,-25471000.0,0.0,-2000000000.0
Common Stock Issuance,9499000.0,-9499000.0,,,1036000.0,-5918000.0,
Net Issuance Payments Of Debt,-321096000.0,-38792000.0,,,-320651000.0,-7231000.0,1778154000.0
Net Long Term Debt Issuance,-321096000.0,-38792000.0,,,-320651000.0,-7231000.0,1778154000.0
Long Term Debt Payments,-321096000.0,-38792000.0,,,-320651000.0,-7231000.0,-17591000.0
Long Term Debt Issuance,,,,,,,1795745000.0
Investing Cash Flow,93382000.0,115468000.0,,,470776000.0,-69302000.0,-3526000.0
Net Other Investing Changes,-23511000.0,-9926000.0,,,2374000.0,7123000.0,-12883000.0
Interest Received Cfi,125890000.0,63261000.0,,,592525000.0,4050000.0,
Dividends Received Cfi,0.0,0.0,,,0.0,0.0,0.0
Net Investment Purchase And Sale,0.0,0.0,,,0.0,0.0,256171000.0
Sale Of Investment,,,,,1114966000.0,701188000.0,1514962000.0
Purchase Of Investment,0.0,0.0,,,0.0,0.0,-1258791000.0
Net Investment Properties Purchase And Sale,2638000.0,74657000.0,,,-115801000.0,-71587000.0,-233774000.0
Sale Of Investment Properties,105520000.0,163661000.0,,,4095000.0,0.0,
Purchase Of Investment Properties,-102882000.0,-89004000.0,,,-119896000.0,-71587000.0,-233774000.0
Net Intangibles Purchase And Sale,-10741000.0,-10764000.0,,,-7550000.0,-8229000.0,-12543000.0
Sale Of Intangibles,,160000.0,,,,0.0,
Purchase Of Intangibles,-10581000.0,-10924000.0,,,-7550000.0,-8229000.0,-12543000.0
Net PPE Purchase And Sale,-894000.0,-1760000.0,,,-772000.0,-659000.0,-497000.0
Purchase Of PPE,-894000.0,-1760000.0,,,-772000.0,-659000.0,-497000.0
Operating Cash Flow,262449000.0,384607000.0,557471000.0,,235177000.0,332292000.0,
Taxes Refund Paid,21367000.0,-98917000.0,-21100000.0,,-22051000.0,-35262000.0,
Change In Working Capital,-473535000.0,-44425000.0,-219457000.0,,-205373000.0,-33870000.0,
Change In Other Current Liabilities,457000.0,-626000.0,-2876000.0,,1951000.0,-3041000.0,
Change In Other Current Assets,-5511000.0,-26566000.0,-63094000.0,,-37999000.0,-29474000.0,
Change In Payable,-411726000.0,-15119000.0,102892000.0,,-108398000.0,-37667000.0,
Change In Inventory,-124098000.0,-15492000.0,-25644000.0,,50809000.0,-75280000.0,
Change In Receivables,67343000.0,13378000.0,-230735000.0,,-111736000.0,111592000.0,
Other Non Cash Items,150774000.0,151764000.0,235534000.0,,122170000.0,91697000.0,
Stock Based Compensation,12924000.0,7720000.0,9772000.0,,11013000.0,7543000.0,
Provisionand Write Offof Assets,-24334000.0,2225000.0,10797000.0,,3133000.0,-8049000.0,
Depreciation And Amortization,34685000.0,35167000.0,33500000.0,,33553000.0,38863000.0,
Amortization Cash Flow,,6585000.0,6060000.0,,,5137000.0,4892000.0
Depreciation,41270000.0,28582000.0,27440000.0,,38690000.0,33726000.0,
Gain Loss On Investment Securities,1050000.0,-1399000.0,-21486000.0,,1001000.0,560000.0,
Net Income From Continuing Operations,539518000.0,332472000.0,524545000.0,,291731000.0,270811000.0,
