,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,324627000.0,-123218000.0,443634000.0,,-4235000.0,54525000.0,
Repurchase Of Capital Stock,-64290000.0,-6113000.0,0.0,,0.0,-36039000.0,
Repayment Of Debt,-13702000.0,0.0,-600394000.0,,-188182000.0,-40200000.0,
Issuance Of Debt,,,300000000.0,,,,86816000.0
Capital Expenditure,-85178000.0,-161998000.0,-188085000.0,,-83357000.0,-134841000.0,
End Cash Position,540690000.0,445144000.0,774521000.0,,832715000.0,1192899000.0,
Beginning Cash Position,445144000.0,774521000.0,907266000.0,,1192899000.0,1403225000.0,
Changes In Cash,95546000.0,-329377000.0,-132745000.0,,-360184000.0,-210326000.0,
Financing Cash Flow,-229081000.0,-206159000.0,-576379000.0,,-355956000.0,-264885000.0,
Interest Paid Cff,-9388000.0,-58960000.0,-133868000.0,,-33041000.0,-56207000.0,
Net Common Stock Issuance,-64290000.0,-6113000.0,0.0,,0.0,-36039000.0,
Common Stock Payments,-64290000.0,-6113000.0,0.0,,0.0,-36039000.0,
Net Issuance Payments Of Debt,-13702000.0,0.0,-300394000.0,,-188182000.0,-40200000.0,
Net Long Term Debt Issuance,-13702000.0,0.0,-300394000.0,,-188182000.0,-40200000.0,
Long Term Debt Payments,-13702000.0,0.0,-600394000.0,,-188182000.0,-40200000.0,
Long Term Debt Issuance,,,300000000.0,,,,86816000.0
Investing Cash Flow,-85178000.0,-161998000.0,-188085000.0,,-83350000.0,-134807000.0,
Net Intangibles Purchase And Sale,-25377000.0,-45020000.0,-42626000.0,,-30897000.0,-42462000.0,
Purchase Of Intangibles,-25377000.0,-45020000.0,-42626000.0,,-30897000.0,-42462000.0,
Net PPE Purchase And Sale,-59801000.0,-116978000.0,-145459000.0,,-52453000.0,-92345000.0,
Sale Of PPE,0.0,0.0,0.0,,7000.0,34000.0,
Purchase Of PPE,-59801000.0,-116978000.0,-145459000.0,,-52460000.0,-92379000.0,
Operating Cash Flow,409805000.0,38780000.0,631719000.0,,79122000.0,189366000.0,
Taxes Refund Paid,-14344000.0,-36427000.0,-9803000.0,-20764000.0,-25771000.0,,
Change In Working Capital,-132449000.0,-239601000.0,77317000.0,34331000.0,-547612000.0,,
Change In Other Current Liabilities,36655000.0,-188964000.0,115933000.0,,76939000.0,-162668000.0,
Change In Other Current Assets,55151000.0,-94221000.0,117029000.0,-33822000.0,115973000.0,,
Change In Payable,-6166000.0,-440712000.0,141892000.0,156712000.0,-511563000.0,,
Change In Inventory,-20128000.0,-197694000.0,-16873000.0,,-8555000.0,-173309000.0,
Change In Receivables,-168105000.0,689368000.0,-358916000.0,-30030000.0,-176364000.0,,
Other Non Cash Items,81644000.0,75571000.0,99210000.0,78757000.0,128714000.0,,
Stock Based Compensation,,,,,3401000.0,3896000.0,2551000.0
Provisionand Write Offof Assets,49976000.0,28054000.0,68615000.0,,86783000.0,31950000.0,
Deferred Tax,-27278000.0,-1506000.0,-66849000.0,,-29282000.0,-7213000.0,
Depreciation And Amortization,187809000.0,188160000.0,184983000.0,,177451000.0,177861000.0,
Amortization Cash Flow,46748000.0,46327000.0,,46220000.0,,,
Depreciation,141061000.0,141833000.0,325648000.0,133797000.0,83006000.0,,
Gain Loss On Investment Securities,,,,,5020000.0,-2051000.0,-23906000.0
Gain Loss On Sale Of PPE,,,,,3607000.0,9281000.0,11534000.0
Net Income From Continuing Operations,248316000.0,-8369000.0,360999000.0,,292194000.0,-3396000.0,
