,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,58660000.0,39012000.0,-71458000.0,21217000.0,
Repurchase Of Capital Stock,,,0.0,-5397000.0,-6581000.0
Repayment Of Debt,-197364000.0,-96187000.0,-66322000.0,-45709000.0,
Issuance Of Debt,350000000.0,192200000.0,262409000.0,101678000.0,
Issuance Of Capital Stock,143485000.0,76898000.0,-12321000.0,-2869000.0,
Capital Expenditure,-41318000.0,-68786000.0,-93100000.0,-72087000.0,
End Cash Position,343246000.0,232537000.0,125891000.0,105039000.0,
Beginning Cash Position,232537000.0,125891000.0,105039000.0,66038000.0,
Changes In Cash,110709000.0,106646000.0,20852000.0,39001000.0,
Financing Cash Flow,135645000.0,92447000.0,81200000.0,27012000.0,
Net Other Financing Charges,-64127000.0,-17736000.0,-38873000.0,1852000.0,
Interest Paid Cff,-87752000.0,-54949000.0,-57110000.0,-17760000.0,
Net Common Stock Issuance,143485000.0,76898000.0,-12321000.0,-8266000.0,
Common Stock Payments,,,0.0,-5397000.0,-6581000.0
Common Stock Issuance,143485000.0,76898000.0,-12321000.0,-2869000.0,
Net Issuance Payments Of Debt,152636000.0,96013000.0,196087000.0,55969000.0,
Net Long Term Debt Issuance,152636000.0,96013000.0,196087000.0,55969000.0,
Long Term Debt Payments,-197364000.0,-96187000.0,-66322000.0,-45709000.0,
Long Term Debt Issuance,350000000.0,192200000.0,262409000.0,101678000.0,
Investing Cash Flow,-124914000.0,-93599000.0,-81990000.0,-81315000.0,
Net Other Investing Changes,862000.0,,419000.0,1950000.0,770000.0
Dividends Received Cfi,,0.0,0.0,0.0,
Net Investment Purchase And Sale,-248000.0,-1653000.0,-163000.0,-237000.0,
Sale Of Investment,,,,,45866000.0
Purchase Of Investment,,,,-237000.0,
Net Business Purchase And Sale,-95821000.0,-26624000.0,8794000.0,-10941000.0,
Sale Of Business,0.0,0.0,8794000.0,0.0,
Purchase Of Business,-95821000.0,-26624000.0,0.0,-10941000.0,
Net PPE Purchase And Sale,-29707000.0,-65322000.0,-91040000.0,-72087000.0,
Sale Of PPE,11611000.0,3464000.0,2060000.0,,
Purchase Of PPE,-41318000.0,-68786000.0,-93100000.0,-72087000.0,
Operating Cash Flow,99978000.0,107798000.0,21642000.0,93304000.0,
Taxes Refund Paid,-40083000.0,-24461000.0,-28955000.0,-17048000.0,
Change In Working Capital,-71057000.0,-11224000.0,-72170000.0,-18164000.0,
Change In Other Current Liabilities,3014000.0,-843000.0,-1335000.0,5444000.0,
Change In Other Current Assets,2843000.0,1209000.0,3451000.0,16517000.0,
Change In Accrued Expense,8776000.0,-5025000.0,8420000.0,30417000.0,
Change In Payable,-14605000.0,-57194000.0,-13605000.0,459000.0,
Change In Inventory,2365000.0,-1115000.0,470000.0,-1582000.0,
Change In Receivables,-73450000.0,51744000.0,-69571000.0,-69419000.0,
Other Non Cash Items,119363000.0,63645000.0,39308000.0,16632000.0,
Stock Based Compensation,5081000.0,1434000.0,0.0,,0.0
Provisionand Write Offof Assets,2315000.0,-1518000.0,1577000.0,2431000.0,
Depreciation And Amortization,88987000.0,48736000.0,39061000.0,26298000.0,
Amortization Cash Flow,,,7090000.0,1486000.0,
Depreciation,88987000.0,48736000.0,39061000.0,24812000.0,
Gain Loss On Investment Securities,-4699000.0,-4543000.0,1799000.0,-391000.0,
Net Foreign Currency Exchange Gain Loss,-1721000.0,0.0,,,
Gain Loss On Sale Of PPE,,,-1389000.0,-634000.0,-272000.0
Net Income From Continuing Operations,7681000.0,37878000.0,42411000.0,84180000.0,
