,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-25604720.0,247949420.0,-10398505.5,10434390.3,
Tax Rate For Calcs,0.34,0.34,0.1515,0.0641,
Normalized EBITDA,7093525000.0,9199770000.0,8898917000.0,4751652000.0,
Total Unusual Items,-75308000.0,729263000.0,-68637000.0,162783000.0,
Total Unusual Items Excluding Goodwill,-75308000.0,729263000.0,-68637000.0,162783000.0,
Net Income From Continuing Operation Net Minority Interest,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Reconciled Depreciation,5855918000.0,2494296000.0,2054585000.0,854256000.0,
Reconciled Cost Of Revenue,12469053000.0,7085876000.0,4246137000.0,2106303000.0,
EBITDA,7018217000.0,9929033000.0,8830280000.0,4914435000.0,
EBIT,1162299000.0,7434737000.0,6775695000.0,4060179000.0,
Net Interest Income,-1497101000.0,-1209480000.0,-618274000.0,-442202000.0,
Interest Expense,1394912000.0,1073618000.0,671023000.0,398359000.0,
Interest Income,68679000.0,36432000.0,23270000.0,23313000.0,
Normalized Income,2301182280.0,9820292420.0,5238143494.5,3274723390.3,
Net Income From Continuing And Discontinued Operation,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Total Expenses,14110246000.0,7645670000.0,4966263000.0,2447262000.0,
Diluted Average Shares,812808303.0,838005857.0,847220314.0,851869749.0,
Basic Average Shares,812316000.0,834379000.0,840315000.0,843819000.0,
Diluted EPS,2.77,12.293,6.114,4.023,
Basic EPS,2.772,12.346,6.164,4.061,
Diluted NI Availto Com Stockholders,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Net Income Common Stockholders,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Net Income Including Noncontrolling Interests,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Net Income Continuous Operations,2251479000.0,10301606000.0,5179905000.0,3427072000.0,
Tax Provision,-2484092000.0,-3940487000.0,924767000.0,234748000.0,
Pretax Income,-232613000.0,6361119000.0,6104672000.0,3661820000.0,
Special Income Charges,-35786000.0,-2880000.0,-57217000.0,0.0,
Other Special Charges,,,-36579000.0,,3184000.0
Write Off,,-110849000.0,0.0,,23968000.0
Impairment Of Capital Assets,,131688000.0,0.0,0.0,23968000.0
Restructuring And Mergern Acquisition,35786000.0,2880000.0,93796000.0,0.0,
Net Non Operating Interest Income Expense,-1497101000.0,-1209480000.0,-618274000.0,-442202000.0,
Total Other Finance Cost,170868000.0,172294000.0,-29479000.0,67156000.0,
Interest Expense Non Operating,1394912000.0,1073618000.0,671023000.0,398359000.0,
Interest Income Non Operating,68679000.0,36432000.0,23270000.0,23313000.0,
Operating Income,1473714000.0,6714983000.0,6938778000.0,3916213000.0,
Operating Expense,1641193000.0,559794000.0,720126000.0,340959000.0,
Other Operating Expenses,867796000.0,42715000.0,231920000.0,-7689000.0,
Depreciation And Amortization In Income Statement,151055000.0,106422000.0,137190000.0,121854000.0,
Depreciation Income Statement,151055000.0,106422000.0,137190000.0,121854000.0,
Research And Development,,46868000.0,24362000.0,14859000.0,10262000.0
Selling General And Administration,238156000.0,193674000.0,142000000.0,107890000.0,
General And Administrative Expense,238156000.0,193674000.0,142000000.0,107890000.0,
Gross Profit,3114907000.0,7274777000.0,7658904000.0,4257172000.0,
Cost Of Revenue,12469053000.0,7085876000.0,4246137000.0,2106303000.0,
Total Revenue,15583960000.0,14360653000.0,11905041000.0,6363475000.0,
Operating Revenue,15583960000.0,14360653000.0,11905041000.0,6363475000.0,
