,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,239051504.3,66846419.1,271335905.4,62534605.5,
Tax Rate For Calcs,0.2947,0.0981,0.2534,0.2895,
Normalized EBITDA,9722345000.0,8642626000.0,8154252000.0,10709357000.0,
Total Unusual Items,811169000.0,681411000.0,1070781000.0,216009000.0,
Total Unusual Items Excluding Goodwill,811169000.0,681411000.0,1070781000.0,216009000.0,
Net Income From Continuing Operation Net Minority Interest,1403135000.0,1831011000.0,2694538000.0,4461250000.0,
Reconciled Depreciation,4990437000.0,3963554000.0,3326582000.0,3169155000.0,
Reconciled Cost Of Revenue,13372597000.0,12273741000.0,11174303000.0,10517844000.0,
EBITDA,10533514000.0,9324037000.0,9225033000.0,10925366000.0,
EBIT,5543077000.0,5360483000.0,5898451000.0,7756211000.0,
Net Interest Income,-3513393000.0,-3375373000.0,-2061668000.0,-884365000.0,
Interest Expense,3163674000.0,3090803000.0,2084394000.0,1157057000.0,
Interest Income,81123000.0,29275000.0,223874000.0,406740000.0,
Normalized Income,831017504.3,1216446419.1,1895092905.4,4307775605.5,
Net Income From Continuing And Discontinued Operation,1403135000.0,1831011000.0,2694538000.0,4461250000.0,
Total Expenses,16433116000.0,15037071000.0,13701363000.0,13370490000.0,
Diluted NI Availto Com Stockholders,1403135000.0,1831011000.0,2694538000.0,4461250000.0,
Net Income Common Stockholders,1403135000.0,1831011000.0,2694538000.0,4461250000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1403135000.0,1831011000.0,2694538000.0,4461250000.0,
Minority Interests,-275076000.0,-215934000.0,-152850000.0,-227652000.0,
Net Income Including Noncontrolling Interests,1678211000.0,2046945000.0,2847388000.0,4688902000.0,
Net Income Continuous Operations,1678211000.0,2046945000.0,2847388000.0,4688902000.0,
Tax Provision,701192000.0,222735000.0,966669000.0,1910252000.0,
Pretax Income,2379403000.0,2269680000.0,3814057000.0,6599154000.0,
Other Non Operating Income Expenses,-89436000.0,-154540000.0,-140159000.0,-68105000.0,
Special Income Charges,254223000.0,-26692000.0,5438000.0,12633000.0,
Other Special Charges,-254223000.0,26692000.0,-5438000.0,-12633000.0,
Restructuring And Mergern Acquisition,,,,-140087000.0,0.0
Net Non Operating Interest Income Expense,-3513393000.0,-3375373000.0,-2061668000.0,-884365000.0,
Total Other Finance Cost,430842000.0,313845000.0,201148000.0,134048000.0,
Interest Expense Non Operating,3163674000.0,3090803000.0,2084394000.0,1157057000.0,
Interest Income Non Operating,81123000.0,29275000.0,223874000.0,406740000.0,
Operating Income,4264391000.0,4608193000.0,4322386000.0,6662209000.0,
Operating Expense,3060519000.0,2763330000.0,2527060000.0,2852646000.0,
Other Operating Expenses,29502000.0,63267000.0,646000.0,-74207000.0,
Depreciation And Amortization In Income Statement,95288000.0,67650000.0,52387000.0,51312000.0,
Depreciation Income Statement,95288000.0,67650000.0,52387000.0,51312000.0,
Selling General And Administration,2199719000.0,1924332000.0,1803616000.0,2217294000.0,
Selling And Marketing Expense,1693301000.0,1449491000.0,1383919000.0,1759849000.0,
General And Administrative Expense,506418000.0,474841000.0,419697000.0,457445000.0,
Gross Profit,7324910000.0,7371523000.0,6849446000.0,9514855000.0,
Cost Of Revenue,13372597000.0,12273741000.0,11174303000.0,10517844000.0,
Total Revenue,20697507000.0,19645264000.0,18023749000.0,20032699000.0,
Operating Revenue,20697507000.0,19645264000.0,18023749000.0,20032699000.0,
