,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-126084398.69923,0.0,-398069960.0,-169381046.835504,-142753198.141727,
Tax Rate For Calcs,0.140485,0.316374,0.34,0.325117,0.300264,
Normalized EBITDA,2548551000.0,2240797000.0,2689744000.0,1458873000.0,1675327000.0,
Total Unusual Items,-897493000.0,,-1170794000.0,-520985000.0,-475426000.0,-449877000.0
Total Unusual Items Excluding Goodwill,-897493000.0,,-1170794000.0,-520985000.0,-475426000.0,-449877000.0
Net Income From Continuing Operation Net Minority Interest,1047459000.0,692039000.0,1066755000.0,365324000.0,573564000.0,
Reconciled Depreciation,406223000.0,403049000.0,389131000.0,376524000.0,361211000.0,
Reconciled Cost Of Revenue,4199039000.0,4539295000.0,6609107000.0,4739963000.0,4136891000.0,
EBITDA,1651058000.0,2240797000.0,1518950000.0,937888000.0,1199901000.0,
EBIT,1244835000.0,1837748000.0,1129819000.0,561364000.0,838690000.0,
Net Interest Income,629311000.0,-489563000.0,807405000.0,110165000.0,109606000.0,
Interest Expense,26172000.0,822509000.0,177465000.0,21752000.0,19004000.0,
Interest Income,38843000.0,332946000.0,317910000.0,48508000.0,50287000.0,
Normalized Income,1818867601.30077,692039000.0,1839479040.0,716927953.164496,906236801.858273,
Net Income From Continuing And Discontinued Operation,1047459000.0,692039000.0,1066755000.0,384222000.0,573564000.0,
Total Expenses,5487099000.0,5632684000.0,5910692000.0,5898074000.0,5103904000.0,
Diluted Average Shares,2969610592.0,2970087296.0,2970070324.0,2969632451.0,2969289190.0,
Basic Average Shares,2969610592.0,2970087296.0,2970070324.0,2969632451.0,2969289190.0,
Diluted EPS,0.352726,0.233003,0.359195,0.129384,0.193165,
Basic EPS,0.352726,0.233003,0.359195,0.129384,0.193165,
Diluted NI Availto Com Stockholders,1047459000.0,692039000.0,1066755000.0,384222000.0,573564000.0,
Net Income Common Stockholders,1047459000.0,692039000.0,1066755000.0,384222000.0,573564000.0,
Net Income,1047459000.0,692039000.0,1066755000.0,384222000.0,573564000.0,
Minority Interests,,-2005000.0,120000.0,1149000.0,-1424000.0,841000.0
Net Income Including Noncontrolling Interests,1047459000.0,694044000.0,1066635000.0,383073000.0,573564000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,18898000.0,0.0,
Net Income Continuous Operations,1047459000.0,694044000.0,1066635000.0,364175000.0,573564000.0,
Tax Provision,171204000.0,321195000.0,-114281000.0,175437000.0,246122000.0,
Pretax Income,1218663000.0,1015239000.0,952354000.0,539612000.0,819686000.0,
Other Income Expense,-841610000.0,69785000.0,-1132798000.0,-483656000.0,-411170000.0,
Special Income Charges,-79604000.0,,-6224000.0,-24784000.0,-16313000.0,-15983000.0
Other Special Charges,79604000.0,,6224000.0,24784000.0,16313000.0,15983000.0
Earnings From Equity Interest,55883000.0,69785000.0,37996000.0,37329000.0,64256000.0,
Gain On Sale Of Security,-817889000.0,,-1164570000.0,-496201000.0,-459113000.0,-449877000.0
Net Non Operating Interest Income Expense,629311000.0,-489563000.0,807405000.0,110165000.0,109606000.0,
Total Other Finance Cost,-616640000.0,,-666960000.0,-83409000.0,-78323000.0,9008000.0
Interest Expense Non Operating,26172000.0,822509000.0,177465000.0,21752000.0,19004000.0,
Interest Income Non Operating,38843000.0,332946000.0,317910000.0,48508000.0,50287000.0,
Operating Income,1430962000.0,1435017000.0,1277747000.0,913103000.0,1121250000.0,
Operating Expense,1288060000.0,1093389000.0,-2074743000.0,1158111000.0,967013000.0,
Other Operating Expenses,467845000.0,341589000.0,-1338846000.0,479322000.0,269394000.0,
Other Taxes,100701000.0,,144016000.0,31741000.0,36041000.0,38673000.0
Provision For Doubtful Accounts,,,,,,72001000.0
Depreciation Amortization Depletion Income Statement,406223000.0,403049000.0,-987197000.0,376524000.0,361211000.0,
Depreciation And Amortization In Income Statement,406223000.0,403049000.0,-987197000.0,376524000.0,361211000.0,
Selling General And Administration,313291000.0,348751000.0,-165779000.0,270524000.0,300367000.0,
Selling And Marketing Expense,,,,,,642000.0
General And Administrative Expense,313291000.0,348751000.0,-169639000.0,270524000.0,300367000.0,
Other Gand A,,,,,,70014000.0
Salaries And Wages,313291000.0,348751000.0,-440593000.0,270524000.0,300367000.0,
Gross Profit,2719022000.0,2528406000.0,-796996000.0,2071214000.0,2088263000.0,
Cost Of Revenue,4199039000.0,4539295000.0,7985435000.0,4739963000.0,4136891000.0,
Total Revenue,6918061000.0,7067701000.0,7188439000.0,6811177000.0,6225154000.0,
Operating Revenue,5811430000.0,6145079000.0,16358545000.0,5825365000.0,5427175000.0,
