,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-17639010.842121,3508625.577661,-51192.480061,18629.202173
Tax Rate For Calcs,0.394326,0.167404,0.012862,0.002042
Normalized EBITDA,346918000.0,308061000.0,556819000.0,627612000.0
Total Unusual Items,-44732000.0,20959000.0,-3980000.0,9121000.0
Total Unusual Items Excluding Goodwill,-44732000.0,20959000.0,-3980000.0,9121000.0
Net Income From Continuing Operation Net Minority Interest,8638000.0,80378000.0,246760000.0,303117000.0
Reconciled Depreciation,82612000.0,57417000.0,56230000.0,49891000.0
Reconciled Cost Of Revenue,2511831000.0,2764289000.0,2864102000.0,3796478000.0
EBITDA,302186000.0,329020000.0,552839000.0,636733000.0
EBIT,219574000.0,271603000.0,496609000.0,586842000.0
Net Interest Income,-226677000.0,-180398000.0,-247070000.0,-306169000.0
Interest Expense,199375000.0,169467000.0,242458000.0,279858000.0
Interest Income,20155000.0,7449000.0,4101000.0,10416000.0
Normalized Income,35730989.157879,62927625.577661,250688807.519939,294014629.202173
Net Income From Continuing And Discontinued Operation,8638000.0,80378000.0,246760000.0,303117000.0
Total Expenses,2857642000.0,3027320000.0,2967467000.0,3771149000.0
Diluted Average Shares,139318000.0,140064000.0,140339000.0,140083000.0
Basic Average Shares,139318000.0,139910000.0,140069000.0,139861000.0
Diluted EPS,0.062,0.5739,1.7583,2.1638
Basic EPS,0.062,0.5745,1.7617,2.1673
Diluted NI Availto Com Stockholders,8638000.0,80378000.0,246760000.0,303117000.0
Net Income Common Stockholders,8638000.0,80378000.0,246760000.0,303117000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8638000.0,80378000.0,246760000.0,303117000.0
Minority Interests,-3596000.0,-4660000.0,-4122000.0,-3240000.0
Net Income Including Noncontrolling Interests,12234000.0,85038000.0,250882000.0,306357000.0
Net Income Continuous Operations,12234000.0,85038000.0,250882000.0,306357000.0
Tax Provision,7965000.0,17098000.0,3269000.0,627000.0
Pretax Income,20199000.0,102136000.0,254151000.0,306984000.0
Net Non Operating Interest Income Expense,-226677000.0,-180398000.0,-247070000.0,-306169000.0
Total Other Finance Cost,47457000.0,18380000.0,8713000.0,36727000.0
Interest Expense Non Operating,199375000.0,169467000.0,242458000.0,279858000.0
Interest Income Non Operating,20155000.0,7449000.0,4101000.0,10416000.0
Operating Income,222814000.0,305012000.0,506792000.0,627390000.0
Operating Expense,345811000.0,263031000.0,103365000.0,-25329000.0
Other Operating Expenses,10289000.0,12163000.0,8342000.0,5975000.0
Selling General And Administration,630868000.0,657146000.0,712408000.0,737589000.0
Selling And Marketing Expense,401230000.0,436329000.0,496236000.0,540264000.0
General And Administrative Expense,229638000.0,220817000.0,216172000.0,197325000.0
Gross Profit,568625000.0,568043000.0,610157000.0,602061000.0
Cost Of Revenue,2511831000.0,2764289000.0,2864102000.0,3796478000.0
Total Revenue,3080456000.0,3332332000.0,3474259000.0,4398539000.0
Operating Revenue,3080456000.0,3332332000.0,3474259000.0,4398539000.0
