,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,326970350.0,42486099.479203,88241220.0,89150040.0
Tax Rate For Calcs,0.2149,0.350349,0.34,0.34
Normalized EBITDA,1567297000.0,1405702000.0,1011675000.0,916622000.0
Total Unusual Items,1521500000.0,121268000.0,259533000.0,262206000.0
Total Unusual Items Excluding Goodwill,1521500000.0,121268000.0,259533000.0,262206000.0
Net Income From Continuing Operation Net Minority Interest,1475168000.0,235138000.0,-34260000.0,51980000.0
Reconciled Depreciation,762148000.0,692195000.0,624362000.0,599406000.0
Reconciled Cost Of Revenue,4114271000.0,3952420000.0,3653993000.0,3537534000.0
EBITDA,3088797000.0,1526970000.0,1271208000.0,1178828000.0
EBIT,2326649000.0,834775000.0,646846000.0,579422000.0
Net Interest Income,-754176000.0,-551372000.0,-737362000.0,-667080000.0
Interest Expense,447662000.0,472830000.0,668060000.0,623571000.0
Interest Income,1650000.0,440000.0,1493000.0,1881000.0
Normalized Income,280638350.0,156356099.479203,-205551780.0,-121075960.0
Net Income From Continuing And Discontinued Operation,1475168000.0,235138000.0,-34260000.0,51980000.0
Total Expenses,9356999000.0,8784015000.0,8368083000.0,8169371000.0
Rent Expense Supplemental,328980000.0,314940000.0,347682000.0,292815000.0
Total Operating Income As Reported,2375728000.0,761835000.0,428035000.0,
Diluted Average Shares,500058644.0,499200000.0,499200000.0,499200000.0
Basic Average Shares,499200000.0,499200000.0,499200000.0,499200000.0
Diluted EPS,2.94999,0.47,-0.06863,0.10413
Basic EPS,2.95506,0.47,-0.06863,0.10413
Diluted NI Availto Com Stockholders,1475168000.0,235138000.0,-34260000.0,51980000.0
Net Income Common Stockholders,1475168000.0,235138000.0,-34260000.0,51980000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1475168000.0,235138000.0,-34260000.0,51980000.0
Net Income Including Noncontrolling Interests,1475168000.0,235138000.0,-34260000.0,51980000.0
Net Income Continuous Operations,1475168000.0,235138000.0,-34260000.0,51980000.0
Tax Provision,403819000.0,126807000.0,13046000.0,-96129000.0
Pretax Income,1878987000.0,361945000.0,-21214000.0,-44149000.0
Other Non Operating Income Expenses,394000.0,357000.0,324000.0,521000.0
Special Income Charges,1375292000.0,-36128000.0,24256000.0,49699000.0
Other Special Charges,-1409962000.0,843000.0,-54960000.0,-49699000.0
Write Off,34670000.0,35285000.0,30704000.0,0.0
Net Non Operating Interest Income Expense,-754176000.0,-551372000.0,-737362000.0,-667080000.0
Total Other Finance Cost,308164000.0,78982000.0,70795000.0,45390000.0
Interest Expense Non Operating,447662000.0,472830000.0,668060000.0,623571000.0
Interest Income Non Operating,1650000.0,440000.0,1493000.0,1881000.0
Operating Income,1140047000.0,850192000.0,427303000.0,289292000.0
Operating Expense,5242728000.0,4831595000.0,4714090000.0,4631837000.0
Other Operating Expenses,981657000.0,893685000.0,1129456000.0,957563000.0
Depreciation And Amortization In Income Statement,741103000.0,672226000.0,601400000.0,572824000.0
Depreciation Income Statement,741103000.0,672226000.0,601400000.0,572824000.0
Selling General And Administration,1345606000.0,1224812000.0,1085047000.0,1305294000.0
Selling And Marketing Expense,859603000.0,763787000.0,662414000.0,803223000.0
General And Administrative Expense,486003000.0,461025000.0,422633000.0,502071000.0
Rent And Landing Fees,328980000.0,314940000.0,347682000.0,292815000.0
Gross Profit,6382775000.0,5681787000.0,5141393000.0,4921129000.0
Cost Of Revenue,4114271000.0,3952420000.0,3653993000.0,3537534000.0
Total Revenue,10497046000.0,9634207000.0,8795386000.0,8458663000.0
Operating Revenue,10497046000.0,9634207000.0,8795386000.0,8458663000.0
