,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6377705.6,-25789000.0,-26906240.0,-19550724.0,
Tax Rate For Calcs,0.0707,0.34,0.34,0.0645,
Normalized EBITDA,737164000.0,482876000.0,445616000.0,463120000.0,
Total Unusual Items,-90208000.0,-75850000.0,-79136000.0,-303112000.0,
Total Unusual Items Excluding Goodwill,-90208000.0,-75850000.0,-79136000.0,-303112000.0,
Net Income From Continuing Operation Net Minority Interest,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Reconciled Depreciation,224640000.0,222434000.0,225863000.0,214318000.0,
Reconciled Cost Of Revenue,904993000.0,887127000.0,881561000.0,842844000.0,
EBITDA,646956000.0,407026000.0,366480000.0,160008000.0,
EBIT,422316000.0,184592000.0,140617000.0,-54310000.0,
Net Interest Income,-232426000.0,-236348000.0,-219728000.0,-187319000.0,
Interest Expense,191576000.0,170961000.0,164277000.0,160601000.0,
Interest Income,9682000.0,19565000.0,24076000.0,24840000.0,
Normalized Income,298266294.4,48899000.0,24185760.0,61413276.0,
Net Income From Continuing And Discontinued Operation,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Total Expenses,1732471000.0,1709054000.0,1598612000.0,1500464000.0,
Rent Expense Supplemental,19825000.0,21144000.0,21158000.0,15100000.0,
Total Operating Income As Reported,444661000.0,238929000.0,207281000.0,-24228000.0,
Diluted Average Shares,127330000.0,126620660.0,128335000.0,128722000.0,
Basic Average Shares,127330000.0,126620660.0,128335000.0,128722000.0,
Diluted EPS,1.68,-0.009177,-0.22,-1.73,
Basic EPS,1.68,-0.009177,-0.22,-1.73,
Diluted NI Availto Com Stockholders,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Net Income Common Stockholders,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Net Income Including Noncontrolling Interests,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Net Income Continuous Operations,214436000.0,-1162000.0,-28044000.0,-222148000.0,
Tax Provision,16304000.0,14793000.0,4384000.0,7237000.0,
Pretax Income,230740000.0,13631000.0,-23660000.0,-214911000.0,
Other Non Operating Income Expenses,,,,-7861000.0,3797000.0
Special Income Charges,-41251000.0,-35625000.0,-27413000.0,-202420000.0,
Other Special Charges,30458000.0,19785000.0,19151000.0,24701000.0,
Write Off,,,,28731000.0,0.0
Impairment Of Capital Assets,10793000.0,15840000.0,8262000.0,148988000.0,
Restructuring And Mergern Acquisition,,,,8350000.0,7100000.0
Net Non Operating Interest Income Expense,-232426000.0,-236348000.0,-219728000.0,-187319000.0,
Total Other Finance Cost,50532000.0,84952000.0,79527000.0,51558000.0,
Interest Expense Non Operating,191576000.0,170961000.0,164277000.0,160601000.0,
Interest Income Non Operating,9682000.0,19565000.0,24076000.0,24840000.0,
Operating Income,484060000.0,272300000.0,232322000.0,175879000.0,
Operating Expense,827478000.0,821927000.0,717051000.0,657620000.0,
Other Operating Expenses,215667000.0,227952000.0,161581000.0,122413000.0,
Depreciation And Amortization In Income Statement,26538000.0,20738000.0,20501000.0,15550000.0,
Depreciation Income Statement,26538000.0,20738000.0,20501000.0,15550000.0,
Selling General And Administration,313408000.0,318780000.0,297044000.0,310466000.0,
Selling And Marketing Expense,140122000.0,151262000.0,138566000.0,162100000.0,
General And Administrative Expense,173286000.0,167518000.0,158478000.0,148366000.0,
Gross Profit,1311538000.0,1094227000.0,949373000.0,833499000.0,
Cost Of Revenue,904993000.0,887127000.0,881561000.0,842844000.0,
Total Revenue,2216531000.0,1981354000.0,1830934000.0,1676343000.0,
Operating Revenue,2216531000.0,1981354000.0,1830934000.0,1676343000.0,
