,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,1911339.884445
Tax Rate For Calcs,0.34,0.1066,0.033391,0.02161
Normalized EBITDA,2278260000.0,2067447000.0,1865134000.0,1477832000.0
Total Unusual Items,,,63397000.0,88445000.0
Total Unusual Items Excluding Goodwill,,,63397000.0,88445000.0
Net Income From Continuing Operation Net Minority Interest,1832920000.0,1275752000.0,1220856000.0,1052419000.0
Reconciled Depreciation,539596000.0,376746000.0,353392000.0,329168000.0
Reconciled Cost Of Revenue,29817202000.0,24919689000.0,20960658000.0,16969435000.0
EBITDA,2278260000.0,2067447000.0,1865134000.0,1566277000.0
EBIT,1738664000.0,1690701000.0,1511742000.0,1237109000.0
Net Interest Income,-915620000.0,-571948000.0,-405323000.0,-276886000.0
Interest Expense,393295000.0,266169000.0,234454000.0,148795000.0
Interest Income,168362000.0,135119000.0,165218000.0,99142000.0
Normalized Income,1832920000.0,1275752000.0,1220856000.0,965885339.884445
Net Income From Continuing And Discontinued Operation,1832920000.0,1275752000.0,1220856000.0,1052419000.0
Total Expenses,36163414000.0,30088948000.0,25090975000.0,20491722000.0
Rent Expense Supplemental,160837000.0,145849000.0,136662000.0,135698000.0
Total Operating Income As Reported,2260989000.0,1996480000.0,1682611000.0,1365284000.0
Diluted Average Shares,2244824887.0,2248214887.0,2209527491.0,2209926809.0
Basic Average Shares,2244824887.0,2248214887.0,2209527491.0,2209926809.0
Diluted EPS,0.816509,0.593757,0.544364,0.479874
Basic EPS,0.816509,0.593757,0.544364,0.479874
Diluted NI Availto Com Stockholders,1832920000.0,1275752000.0,1220856000.0,1052419000.0
Net Income Common Stockholders,1832920000.0,1275752000.0,1220856000.0,1052419000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1832920000.0,1275752000.0,1220856000.0,1052419000.0
Minority Interests,-24373000.0,3119000.0,-13782000.0,-12376000.0
Net Income Including Noncontrolling Interests,1857293000.0,1272633000.0,1234638000.0,1064795000.0
Net Income Continuous Operations,1857293000.0,1272633000.0,1234638000.0,1064795000.0
Tax Provision,-511924000.0,151899000.0,42650000.0,23519000.0
Pretax Income,1345369000.0,1424532000.0,1277288000.0,1088314000.0
Special Income Charges,,,63397000.0,88445000.0
Other Special Charges,,,-63397000.0,-88445000.0
Net Non Operating Interest Income Expense,-915620000.0,-571948000.0,-405323000.0,-276886000.0
Total Other Finance Cost,690687000.0,440898000.0,336087000.0,227233000.0
Interest Expense Non Operating,393295000.0,266169000.0,234454000.0,148795000.0
Interest Income Non Operating,168362000.0,135119000.0,165218000.0,99142000.0
Operating Income,2260989000.0,1996480000.0,1682611000.0,1276755000.0
Operating Expense,6346212000.0,5169259000.0,4130317000.0,3522287000.0
Other Operating Expenses,165521000.0,201920000.0,-107529000.0,84000.0
Depreciation And Amortization In Income Statement,539596000.0,376746000.0,353392000.0,329167000.0
Depreciation Income Statement,539596000.0,376746000.0,353392000.0,329167000.0
Selling General And Administration,2185111000.0,1745445000.0,1471613000.0,3611233000.0
Selling And Marketing Expense,806155000.0,680096000.0,549453000.0,455691000.0
General And Administrative Expense,1378956000.0,1065349000.0,922160000.0,3611233000.0
Rent And Landing Fees,160837000.0,145849000.0,136662000.0,135698000.0
Gross Profit,8607201000.0,7165739000.0,5812928000.0,4799042000.0
Cost Of Revenue,29817202000.0,24919689000.0,20960658000.0,16969435000.0
Total Revenue,38424403000.0,32085428000.0,26773586000.0,21768477000.0
Operating Revenue,38424403000.0,32085428000.0,26773586000.0,21768477000.0
