,2026-06-30,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,104995703.0,104995703.0,104995703.0,104995703.0,104995703.0,,
Share Issued,104995703.0,104995703.0,104995703.0,104995703.0,104995703.0,,
Net Debt,15615108000.0,15135645000.0,13504783000.0,12341761000.0,10643654000.0,,
Total Debt,15845905000.0,15290131000.0,13675143000.0,12891511000.0,11128813000.0,,
Tangible Book Value,799096000.0,781954000.0,771015000.0,796520000.0,793254000.0,,
Invested Capital,16620673000.0,16047500000.0,14425873000.0,13667509000.0,11901339000.0,,
Working Capital,-10429021000.0,-10654480000.0,-9553769000.0,-7611794000.0,-7990915000.0,,
Net Tangible Assets,799096000.0,781954000.0,771015000.0,796520000.0,793254000.0,,
Capital Lease Obligations,35008000.0,36066000.0,32568000.0,33607000.0,34615000.0,,
Common Stock Equity,809776000.0,793435000.0,783298000.0,809605000.0,807141000.0,,
Total Capitalization,3516922000.0,3054096000.0,3014363000.0,4036826000.0,2714147000.0,,
Total Equity Gross Minority Interest,809776000.0,793435000.0,783298000.0,809605000.0,807141000.0,,
Stockholders Equity,809776000.0,793435000.0,783298000.0,809605000.0,807141000.0,,
Gains Losses Not Affecting Retained Earnings,80934000.0,80781000.0,108358000.0,41924000.0,81685000.0,,
Other Equity Adjustments,80934000.0,80781000.0,108358000.0,41924000.0,81685000.0,,
Retained Earnings,53902000.0,37714000.0,,92741000.0,50516000.0,43123000.0,
Capital Stock,674940000.0,674940000.0,674940000.0,674940000.0,674940000.0,,
Common Stock,674940000.0,674940000.0,674940000.0,674940000.0,674940000.0,,
Total Liabilities Net Minority Interest,17652030000.0,17379935000.0,16699285000.0,16144709000.0,14673231000.0,,
Total Non Current Liabilities Net Minority Interest,3689415000.0,3359977000.0,3359189000.0,4502101000.0,3286382000.0,,
Other Non Current Liabilities,288204000.0,442009000.0,639882000.0,797700000.0,923550000.0,,
Derivative Product Liabilities,397956000.0,384927000.0,274964000.0,264175000.0,247786000.0,,
