,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-9023460000.0,-5144800000.0,-5583350000.0,1195603000.0,
Repurchase Of Capital Stock,-442819000.0,-945077000.0,-530641000.0,-18633000.0,
Repayment Of Debt,-4248013000.0,-2549014000.0,-1322323000.0,0.0,
Issuance Of Debt,14628836000.0,10238071000.0,1711425000.0,4386823000.0,
Issuance Of Capital Stock,98995000.0,58595000.0,33118000.0,16030000.0,
Capital Expenditure,-17195029000.0,-14814285000.0,-13323637000.0,-3731556000.0,
End Cash Position,3398291000.0,3993359000.0,2335403000.0,9612961000.0,
Beginning Cash Position,3993359000.0,2335403000.0,9612961000.0,970681000.0,
Effect Of Exchange Rate Changes,-444909000.0,971976000.0,-855986000.0,-118833000.0,
Changes In Cash,-150159000.0,685980000.0,-6421572000.0,8761113000.0,
Financing Cash Flow,8873301000.0,5830780000.0,-917103000.0,4009917000.0,
Net Other Financing Charges,26302000.0,18699000.0,,-21544000.0,-115747000.0
Interest Paid Cff,-920589000.0,-916407000.0,-675521000.0,-287096000.0,
Cash Dividends Paid,,,-60618000.0,,
Net Common Stock Issuance,-343824000.0,-886482000.0,-497523000.0,-2603000.0,
Common Stock Payments,-442819000.0,-945077000.0,-530641000.0,-18633000.0,
Common Stock Issuance,98995000.0,58595000.0,33118000.0,16030000.0,
Net Issuance Payments Of Debt,10380823000.0,7689057000.0,389102000.0,4386823000.0,
Net Long Term Debt Issuance,10380823000.0,7689057000.0,389102000.0,4386823000.0,
Long Term Debt Payments,-4248013000.0,-2549014000.0,-1322323000.0,0.0,
Long Term Debt Issuance,14628836000.0,10238071000.0,1711425000.0,4386823000.0,
Investing Cash Flow,-17195029000.0,-14814285000.0,-13244756000.0,-175963000.0,
Net Other Investing Changes,,,78881000.0,1236000.0,30692000.0
Net Investment Purchase And Sale,,,0.0,3555593000.0,-3461400000.0
Net Intangibles Purchase And Sale,0.0,-12764000.0,-395000.0,-862000.0,
Net PPE Purchase And Sale,-17195029000.0,-14801521000.0,-13323242000.0,-3730694000.0,
Purchase Of PPE,-17195029000.0,-14801521000.0,-13323242000.0,-3730694000.0,
Operating Cash Flow,8171569000.0,9669485000.0,7740287000.0,4927159000.0,
Change In Working Capital,771166000.0,-15227000.0,-2006147000.0,335581000.0,
Change In Other Current Liabilities,44867000.0,78711000.0,33428000.0,3577000.0,
Change In Other Current Assets,,,,,9680000.0
Change In Payable,924324000.0,-451383000.0,-533874000.0,-200216000.0,
Change In Prepaid Assets,131586000.0,-357273000.0,-89191000.0,-10673000.0,
Change In Inventory,-89625000.0,-326239000.0,213845000.0,-223015000.0,
Change In Receivables,-496727000.0,991101000.0,-1739569000.0,754699000.0,
Other Non Cash Items,1926770000.0,917348000.0,1683473000.0,330951000.0,
Stock Based Compensation,70762000.0,70870000.0,90001000.0,36008000.0,
Provisionand Write Offof Assets,-220434000.0,-158921000.0,-154448000.0,-291457000.0,
Depreciation And Amortization,5855918000.0,2494296000.0,2054585000.0,854256000.0,
Depreciation,5855918000.0,2494296000.0,2054585000.0,854256000.0,
Gain Loss On Investment Securities,,,-31849000.0,,
Net Income From Continuing Operations,-232613000.0,6361119000.0,6104672000.0,3661820000.0,
