,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,5891122.0,-17334560.0,92289.786311,2300286.163046,16364540.0
Tax Rate For Calcs,0.1129,0.34,0.006721,0.124839,0.34
Normalized EBITDA,1082870000.0,1076611000.0,1472809000.0,1239582000.0,-569804000.0
Total Unusual Items,52180000.0,-50984000.0,13731000.0,18426000.0,48131000.0
Total Unusual Items Excluding Goodwill,52180000.0,-50984000.0,13731000.0,18426000.0,48131000.0
Net Income From Continuing Operation Net Minority Interest,57658000.0,93265000.0,442741000.0,156368000.0,-1532272000.0
Reconciled Depreciation,260357000.0,246792000.0,243626000.0,242180000.0,201963000.0
Reconciled Cost Of Revenue,11113891000.0,11767842000.0,11472782000.0,9120721000.0,8580212000.0
EBITDA,1135050000.0,1025627000.0,1486540000.0,1258008000.0,-521673000.0
EBIT,874693000.0,778835000.0,1242914000.0,1015828000.0,-723636000.0
Net Interest Income,-1201040000.0,-898632000.0,-920180000.0,-1533378000.0,-614562000.0
Interest Expense,782742000.0,809536000.0,781543000.0,804452000.0,816349000.0
Normalized Income,11369122.0,126914440.0,429102289.786311,140242286.163046,-1564038460.0
Net Income From Continuing And Discontinued Operation,57658000.0,93265000.0,442741000.0,156368000.0,-1532272000.0
Total Expenses,12551510000.0,13279019000.0,12859085000.0,10475827000.0,9972455000.0
Diluted Average Shares,1174454000.0,,1168613736.0,588326000.0,
Basic Average Shares,987435000.0,,975178961.0,588326000.0,
Diluted EPS,0.04909,,0.37886,0.26578,
Basic EPS,0.05839,,0.45401,0.26578,
Diluted NI Availto Com Stockholders,57658000.0,93265000.0,442741000.0,156368000.0,-1532272000.0
Net Income Common Stockholders,57658000.0,93265000.0,442741000.0,156368000.0,-1532272000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,57658000.0,93265000.0,442741000.0,156368000.0,-1532272000.0
Minority Interests,-29621000.0,8282000.0,-15529000.0,-28620000.0,34916000.0
Net Income Including Noncontrolling Interests,87279000.0,84983000.0,458270000.0,184988000.0,-1567188000.0
Net Income Continuous Operations,87279000.0,84983000.0,458270000.0,184988000.0,-1567188000.0
Tax Provision,4672000.0,-115684000.0,3101000.0,26388000.0,27203000.0
Pretax Income,91951000.0,-30701000.0,461371000.0,211376000.0,-1539985000.0
Special Income Charges,52180000.0,-50984000.0,13731000.0,18426000.0,48131000.0
Other Special Charges,-52180000.0,,-13731000.0,-18426000.0,
Net Non Operating Interest Income Expense,-1201040000.0,-898632000.0,-920180000.0,-1533378000.0,-614562000.0
Total Other Finance Cost,418298000.0,89096000.0,138637000.0,728926000.0,-201787000.0
Interest Expense Non Operating,782742000.0,809536000.0,781543000.0,804452000.0,816349000.0
Operating Income,857867000.0,924746000.0,1058830000.0,720324000.0,741763000.0
Operating Expense,1437619000.0,1511177000.0,1386303000.0,1355106000.0,1392243000.0
Selling General And Administration,1443493000.0,1525305000.0,1407655000.0,1384233000.0,1418672000.0
Selling And Marketing Expense,859456000.0,891405000.0,844444000.0,852985000.0,836385000.0
General And Administrative Expense,584037000.0,633900000.0,563211000.0,531248000.0,582287000.0
Gross Profit,2295486000.0,2435923000.0,2445133000.0,2075430000.0,2134006000.0
Cost Of Revenue,11113891000.0,11767842000.0,11472782000.0,9120721000.0,8580212000.0
Total Revenue,13409377000.0,14203765000.0,13917915000.0,11196151000.0,10714218000.0
Operating Revenue,13409377000.0,14203765000.0,13917915000.0,11196151000.0,10714218000.0
