,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-8926400.0,0.0,0.0,0.0,-5815020.0,
Tax Rate For Calcs,0.4,0.17169,0.34,0.0938,0.34,
Normalized EBITDA,83197000.0,106177000.0,75692000.0,68714000.0,68706000.0,
Total Unusual Items,-22316000.0,,,,-17103000.0,0.0
Total Unusual Items Excluding Goodwill,-22316000.0,,,,-17103000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-12305000.0,21250000.0,943000.0,-57000.0,-13498000.0,
Reconciled Depreciation,18125000.0,25927000.0,18763000.0,18593000.0,19329000.0,
Reconciled Cost Of Revenue,572388000.0,739567000.0,590262000.0,637870000.0,544132000.0,
EBITDA,60881000.0,106177000.0,75692000.0,68714000.0,51603000.0,
EBIT,42756000.0,80250000.0,56929000.0,50121000.0,32274000.0,
Net Interest Income,-57589000.0,-64017000.0,-56481000.0,-55094000.0,-51085000.0,
Interest Expense,47682000.0,54302000.0,54351000.0,47637000.0,43085000.0,
Interest Income,3239000.0,3045000.0,12640000.0,2133000.0,2337000.0,
Normalized Income,1084600.0,21250000.0,943000.0,-57000.0,-2210020.0,
Net Income From Continuing And Discontinued Operation,-12305000.0,21250000.0,943000.0,-57000.0,-13498000.0,
Total Expenses,632197000.0,823335000.0,692167000.0,713871000.0,628269000.0,
Diluted Average Shares,139210742.0,,139211000.0,139364000.0,139470742.0,
Basic Average Shares,139210742.0,,139211000.0,139362000.0,139470742.0,
Diluted EPS,-0.088391,,0.006774,-0.0004,-0.09678,
Basic EPS,-0.088391,,0.006774,-0.0004,-0.09678,
Diluted NI Availto Com Stockholders,-12305000.0,21250000.0,943000.0,-57000.0,-13498000.0,
Net Income Common Stockholders,-12305000.0,21250000.0,943000.0,-57000.0,-13498000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,-12305000.0,21250000.0,943000.0,-57000.0,-13498000.0,
Minority Interests,0.0,-243000.0,-155000.0,-2308000.0,-890000.0,
Net Income Including Noncontrolling Interests,-12305000.0,21493000.0,1098000.0,2251000.0,-12608000.0,
Net Income Continuous Operations,-12305000.0,21493000.0,1098000.0,2251000.0,-12608000.0,
Tax Provision,7379000.0,4455000.0,1480000.0,233000.0,1797000.0,
Pretax Income,-4926000.0,25948000.0,2578000.0,2484000.0,-10811000.0,
Net Non Operating Interest Income Expense,-57589000.0,-64017000.0,-56481000.0,-55094000.0,-51085000.0,
Total Other Finance Cost,13146000.0,12760000.0,14770000.0,9590000.0,10337000.0,
Interest Expense Non Operating,47682000.0,54302000.0,54351000.0,47637000.0,43085000.0,
Interest Income Non Operating,3239000.0,3045000.0,12640000.0,2133000.0,2337000.0,
Operating Income,46996000.0,85117000.0,49477000.0,56094000.0,32126000.0,
Operating Expense,59809000.0,83768000.0,101905000.0,76001000.0,84137000.0,
Other Operating Expenses,1270000.0,-4196000.0,5682000.0,1366000.0,8215000.0,
Selling General And Administration,123206000.0,192020000.0,160216000.0,147694000.0,130938000.0,
Selling And Marketing Expense,77187000.0,123197000.0,102310000.0,93451000.0,82272000.0,
General And Administrative Expense,46019000.0,68823000.0,57906000.0,54243000.0,48666000.0,
Gross Profit,106805000.0,168885000.0,151382000.0,132095000.0,116263000.0,
Cost Of Revenue,572388000.0,739567000.0,590262000.0,637870000.0,544132000.0,
Total Revenue,679193000.0,908452000.0,741644000.0,769965000.0,660395000.0,
Operating Revenue,679193000.0,908452000.0,741644000.0,769965000.0,660395000.0,
