,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2389962.896598,10158000.507656,1083440.0,-85800.0
Tax Rate For Calcs,0.277354,0.261339,0.29,0.3
Normalized EBITDA,999649000.0,764879000.0,756916000.0,542737000.0
Total Unusual Items,-8617000.0,38869000.0,3736000.0,-286000.0
Total Unusual Items Excluding Goodwill,-8617000.0,38869000.0,3736000.0,-286000.0
Net Income From Continuing Operation Net Minority Interest,300845000.0,284890000.0,277930000.0,216512000.0
Reconciled Depreciation,275857000.0,233489000.0,220478000.0,167613000.0
Reconciled Cost Of Revenue,684755000.0,597695000.0,489929000.0,397019000.0
EBITDA,991032000.0,803748000.0,760652000.0,542451000.0
EBIT,715175000.0,570259000.0,540174000.0,374838000.0
Net Interest Income,-181841000.0,-114548000.0,-72545000.0,-8070000.0
Interest Expense,298286000.0,184171000.0,148118000.0,64506000.0
Interest Income,26691000.0,12350000.0,9552000.0,8256000.0
Normalized Income,307072037.103402,256179000.507656,275277440.0,216712200.0
Net Income From Continuing And Discontinued Operation,300845000.0,284890000.0,277930000.0,216512000.0
Total Expenses,1213997000.0,1066988000.0,908207000.0,769742000.0
Rent Expense Supplemental,13136000.0,9948000.0,9454000.0,11850000.0
Diluted Average Shares,240722000.0,226927804.0,245506000.0,207795000.0
Basic Average Shares,226306000.0,226927804.0,241327000.0,207626000.0
Diluted EPS,1.24976,1.256787,1.13207,1.04
Basic EPS,1.32937,1.256787,1.15167,1.04
Diluted NI Availto Com Stockholders,300845000.0,284890000.0,277930000.0,216512000.0
Net Income Common Stockholders,300845000.0,284890000.0,277930000.0,216512000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,300845000.0,284890000.0,277930000.0,216512000.0
Minority Interests,-418000.0,-298000.0,-282000.0,59000.0
Net Income Including Noncontrolling Interests,301263000.0,285188000.0,278212000.0,216453000.0
Net Income Continuous Operations,301263000.0,285188000.0,278212000.0,216453000.0
Tax Provision,115626000.0,100900000.0,113844000.0,93879000.0
Pretax Income,416889000.0,386088000.0,392056000.0,310332000.0
Special Income Charges,-1250000.0,-326000.0,-326000.0,-286000.0
Other Special Charges,,,326000.0,
Write Off,1250000.0,326000.0,326000.0,286000.0
Net Non Operating Interest Income Expense,-181841000.0,-114548000.0,-72545000.0,-8070000.0
Total Other Finance Cost,-89754000.0,-57273000.0,-66021000.0,-48180000.0
Interest Expense Non Operating,298286000.0,184171000.0,148118000.0,64506000.0
Interest Income Non Operating,26691000.0,12350000.0,9552000.0,8256000.0
Operating Income,623838000.0,508417000.0,469549000.0,322355000.0
Operating Expense,529242000.0,469293000.0,418278000.0,372723000.0
Other Operating Expenses,42384000.0,23173000.0,34190000.0,78872000.0
Depreciation And Amortization In Income Statement,101969000.0,89320000.0,64654000.0,51477000.0
Depreciation Income Statement,101969000.0,89320000.0,64654000.0,51477000.0
Selling General And Administration,133688000.0,128796000.0,124383000.0,102137000.0
Selling And Marketing Expense,8114000.0,1403000.0,1546000.0,2728000.0
General And Administrative Expense,125574000.0,127393000.0,122837000.0,99409000.0
Rent And Landing Fees,3170000.0,3817000.0,7173000.0,7355000.0
Gross Profit,1153080000.0,977710000.0,887827000.0,695078000.0
Cost Of Revenue,684755000.0,597695000.0,489929000.0,397019000.0
Total Revenue,1837835000.0,1575405000.0,1377756000.0,1092097000.0
Operating Revenue,1837835000.0,1575405000.0,1377756000.0,1092097000.0
