,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-505828200.0,-363035680.0,-120624720.0,-421295020.0,
Tax Rate For Calcs,0.34,0.34,0.24,0.34,
Normalized EBITDA,14570237000.0,14280722000.0,8100226000.0,12942868000.0,
Total Unusual Items,-1487730000.0,-1067752000.0,-502603000.0,-1239103000.0,
Total Unusual Items Excluding Goodwill,-1487730000.0,-1067752000.0,-502603000.0,-1239103000.0,
Net Income From Continuing Operation Net Minority Interest,358228000.0,1619426000.0,-1348159000.0,4842654000.0,
Reconciled Depreciation,7232639000.0,7197504000.0,6740232000.0,5332693000.0,
Reconciled Cost Of Revenue,143778225000.0,129369246000.0,118840540000.0,108890314000.0,
EBITDA,13082507000.0,13212970000.0,7597623000.0,11703765000.0,
EBIT,5849868000.0,6015466000.0,857391000.0,6371072000.0,
Net Interest Income,-4855712000.0,-4195507000.0,-3924148000.0,-2401225000.0,
Interest Expense,6595879000.0,5687147000.0,5398619000.0,3379240000.0,
Interest Income,1740167000.0,1491640000.0,1474471000.0,978015000.0,
Normalized Income,1340129800.0,2324142320.0,-966180720.0,5660461980.0,
Net Income From Continuing And Discontinued Operation,358228000.0,2795401000.0,-1517776000.0,4165827000.0,
Total Expenses,158396332000.0,143226470000.0,131093319000.0,116140227000.0,
Diluted Average Shares,1005087164.0,903508624.0,641427502.0,651153510.0,
Basic Average Shares,1005087164.0,903508624.0,641427502.0,650685247.0,
Diluted EPS,0.3564,3.0939,-2.3663,6.3976,
Basic EPS,0.3564,3.0939,-2.3663,6.4022,
Diluted NI Availto Com Stockholders,358228000.0,2795401000.0,-1517776000.0,4165827000.0,
Net Income Common Stockholders,358228000.0,2795401000.0,-1517776000.0,4165827000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,358228000.0,2795401000.0,-1517776000.0,4165827000.0,
Minority Interests,-404447000.0,-1085469000.0,2103470000.0,1402852000.0,
Net Income Including Noncontrolling Interests,762675000.0,3880870000.0,-3621246000.0,2762975000.0,
Net Income Discontinuous Operations,0.0,1175975000.0,-169617000.0,-676827000.0,
Net Income Continuous Operations,762675000.0,2704895000.0,-3451629000.0,3439802000.0,
Tax Provision,-1508686000.0,-2376576000.0,-1089599000.0,-447970000.0,
Pretax Income,-746011000.0,328319000.0,-4541228000.0,2991832000.0,
Special Income Charges,-1487730000.0,-1067752000.0,-502603000.0,-443794000.0,
Other Special Charges,1487730000.0,1067752000.0,502603000.0,443794000.0,
Net Non Operating Interest Income Expense,-4855712000.0,-4195507000.0,-3924148000.0,-2401225000.0,
Total Other Finance Cost,,,,297584000.0,-46137000.0
Interest Expense Non Operating,6595879000.0,5687147000.0,5398619000.0,3379240000.0,
Interest Income Non Operating,1740167000.0,1491640000.0,1474471000.0,978015000.0,
Operating Income,5566405000.0,5908673000.0,1124691000.0,9231133000.0,
Operating Expense,14618107000.0,13857224000.0,12252779000.0,7249913000.0,
Other Operating Expenses,78658000.0,265020000.0,,,349255000.0
Depreciation And Amortization In Income Statement,1184106000.0,1176990000.0,1091524000.0,872181000.0,
Depreciation Income Statement,1184106000.0,1176990000.0,1091524000.0,872181000.0,
Selling General And Administration,9793887000.0,9189376000.0,8521692000.0,7512719000.0,
Selling And Marketing Expense,8867088000.0,8446515000.0,7757361000.0,7070122000.0,
General And Administrative Expense,926799000.0,742861000.0,764331000.0,442597000.0,
Gross Profit,20184512000.0,19765897000.0,13377470000.0,16481046000.0,
Cost Of Revenue,143778225000.0,129369246000.0,118840540000.0,108890314000.0,
Total Revenue,163962737000.0,149135143000.0,132218010000.0,125371360000.0,
Operating Revenue,163962737000.0,149135143000.0,132218010000.0,125371360000.0,
