,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,1101260000.0,-3708480000.0,89880000.0,-194140000.0,
Tax Rate For Calcs,0.34,0.32,0.21,0.34,
Normalized EBITDA,3839000000.0,4243000000.0,2836000000.0,8679000000.0,
Total Unusual Items,3239000000.0,-11589000000.0,428000000.0,-571000000.0,
Total Unusual Items Excluding Goodwill,3239000000.0,-11589000000.0,428000000.0,-571000000.0,
Net Income From Continuing Operation Net Minority Interest,-9880000000.0,-11320000000.0,-4579000000.0,-336000000.0,
Reconciled Depreciation,4673000000.0,4950000000.0,5206000000.0,4733000000.0,
Reconciled Cost Of Revenue,69161000000.0,71414000000.0,67548000000.0,85161000000.0,
EBITDA,7078000000.0,-7346000000.0,3264000000.0,8108000000.0,
EBIT,2405000000.0,-12296000000.0,-1942000000.0,3375000000.0,
Net Interest Income,-4512000000.0,-5134000000.0,-3911000000.0,-3692000000.0,
Interest Expense,5250000000.0,5437000000.0,4250000000.0,3328000000.0,
Interest Income,726000000.0,1256000000.0,1469000000.0,1050000000.0,
Normalized Income,-12017740000.0,-3439480000.0,-4917120000.0,40860000.0,
Net Income From Continuing And Discontinued Operation,-9880000000.0,-11320000000.0,-4579000000.0,-336000000.0,
Total Expenses,72359000000.0,78401000000.0,72319000000.0,90407000000.0,
Diluted Average Shares,797207807.0,797207807.0,796968412.0,796303031.0,
Basic Average Shares,797207807.0,797207807.0,796968412.0,796303031.0,
Diluted EPS,-12.3926,-14.1998,-5.745523,-0.42195,
Basic EPS,-12.3926,-14.1998,-5.745523,-0.42195,
Diluted NI Availto Com Stockholders,-9880000000.0,-11320000000.0,-4579000000.0,-336000000.0,
Net Income Common Stockholders,-9880000000.0,-11320000000.0,-4579000000.0,-336000000.0,
Net Income,-9880000000.0,-11320000000.0,-4579000000.0,-336000000.0,
Minority Interests,1081000000.0,732000000.0,311000000.0,485000000.0,
Net Income Including Noncontrolling Interests,-10961000000.0,-12052000000.0,-4890000000.0,-821000000.0,
Net Income Continuous Operations,-10961000000.0,-12052000000.0,-4890000000.0,-821000000.0,
Tax Provision,8116000000.0,-5681000000.0,-1302000000.0,868000000.0,
Pretax Income,-2845000000.0,-17733000000.0,-6192000000.0,47000000.0,
Other Income Expense,3248000000.0,-11610000000.0,-531000000.0,-2373000000.0,
Other Non Operating Income Expenses,,-2070000000.0,-966000000.0,-1837000000.0,-1135000000.0
Special Income Charges,-235000000.0,-69000000.0,-83000000.0,-38000000.0,
Gain On Sale Of Ppe,,,,,40353000.0
Other Special Charges,48000000.0,140000000.0,,,281885000.0
Write Off,125000000.0,-108000000.0,83000000.0,38000000.0,
Restructuring And Mergern Acquisition,62000000.0,37000000.0,,,
Earnings From Equity Interest,9000000.0,-21000000.0,7000000.0,35000000.0,
Gain On Sale Of Security,3474000000.0,-11520000000.0,511000000.0,-533000000.0,
Net Non Operating Interest Income Expense,-4512000000.0,-5134000000.0,-3911000000.0,-3692000000.0,
Total Other Finance Cost,-12000000.0,953000000.0,1130000000.0,1414000000.0,
Interest Expense Non Operating,5250000000.0,5437000000.0,4250000000.0,3328000000.0,
Interest Income Non Operating,726000000.0,1256000000.0,1469000000.0,1050000000.0,
Operating Income,-1642000000.0,-990000000.0,-1750000000.0,6112000000.0,
Operating Expense,3198000000.0,6987000000.0,4771000000.0,5246000000.0,
Other Operating Expenses,-1045000000.0,2160000000.0,966000000.0,1837000000.0,
Other Taxes,-899000000.0,-266000000.0,,,-1240657000.0
Research And Development,460000000.0,463000000.0,383000000.0,374000000.0,
Selling General And Administration,4682000000.0,4630000000.0,4388000000.0,4872000000.0,
Selling And Marketing Expense,2067000000.0,1991000000.0,1916000000.0,2108000000.0,
General And Administrative Expense,2615000000.0,2639000000.0,2472000000.0,2764000000.0,
Other Gand A,2615000000.0,2639000000.0,2472000000.0,2764000000.0,
Gross Profit,1556000000.0,5997000000.0,3021000000.0,11358000000.0,
Cost Of Revenue,69161000000.0,71414000000.0,67548000000.0,85161000000.0,
Total Revenue,70717000000.0,77411000000.0,70569000000.0,96519000000.0,
Operating Revenue,70717000000.0,77411000000.0,70569000000.0,96519000000.0,
